slot_idx,f,seed,direction,role,condition,layer,rows,n,exact,syndrome_ok,iterations,status,finite,symbol_errors,unsatisfied_checks,wall_s,rss_bytes,belief_max_prob,belief_mean_true_p,belief_mean_entropy,beliefs_conditioned,current_belief_label,belief_provenance,belief_shape_ok,transfer_eligible
21,1.0,2026091303,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,48,42,0.3069684440124547,132390912,0.5267228427158612,0.09145166715564833,4.392595949945084,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
22,1.0,2026091303,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,48,42,0.31689854800060857,132390912,0.5375702955572002,0.09837401555601641,4.295457629668036,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
23,1.0,2026091303,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,46,47,0.3592861809884198,132390912,0.4071138920856712,0.10538588266193183,4.241132845504552,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
24,1.0,2026091303,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,46,45,0.3571711749973474,132390912,0.5615901319037399,0.0988770458519798,4.289430346938632,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
25,1.0,2026091304,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,30,37,0.3561007099924609,132390912,0.6919337489480194,0.261734571190665,3.8104675940957753,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
26,1.0,2026091304,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,37,41,0.31044738700438756,132390912,0.5957586026974316,0.16922857635684524,4.171935341118306,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
27,1.0,2026091304,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,28,24,0.32024931399791967,132390912,0.8407392492819498,0.3200522351408546,3.6103841645281003,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
28,1.0,2026091304,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,37,41,0.31921606000105385,132390912,0.5957586026974316,0.16922857635684524,4.171935341118306,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
29,1.0,2026091304,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,30,37,0.3441283440042753,132390912,0.6919337489480194,0.261734571190665,3.8104675940957753,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
30,1.0,2026091304,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,26,25,0.3565927290037507,132390912,0.8118340403075512,0.31508537928701863,3.561872683063184,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
31,1.0,2026091305,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,40,29,0.34879604700836353,132390912,0.7351843614483632,0.2063777341687761,3.825669892573482,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
32,1.0,2026091305,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,39,0.3048166480002692,132390912,0.42994767374163584,0.10068696816784933,4.316337708673165,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
33,1.0,2026091305,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,41,31,0.30487000799621455,132390912,0.6725538040184907,0.16201944102743063,4.1225289081225736,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
34,1.0,2026091305,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,39,0.32241981900006067,132390912,0.42994767374163584,0.10068696816784933,4.316337708673165,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
35,1.0,2026091305,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,40,29,0.3526192989957053,132390912,0.7351843614483632,0.2063777341687761,3.825669892573482,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
36,1.0,2026091305,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,42,32,0.34896920900791883,132390912,0.5189077497237522,0.14005207357979155,4.2084056426815195,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
37,1.0,2026091306,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,37,39,0.34300805399834644,132390912,0.8012465131875639,0.18899333028036108,4.014562461879243,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
38,1.0,2026091306,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,41,39,0.3052999200008344,132390912,0.5864390732536798,0.13661240192558927,4.226158459543287,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
39,1.0,2026091306,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,41,32,0.3274374359898502,132390912,0.6929636310370856,0.16916313444922623,4.161228530616382,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
40,1.0,2026091306,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,41,39,0.30921726500673685,132390912,0.5864390732536798,0.13661240192558927,4.226158459543287,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
41,1.0,2026091306,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,37,39,0.3454718669963768,132390912,0.8012465131875639,0.18899333028036108,4.014562461879243,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
42,1.0,2026091306,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,39,39,0.34903861398925073,132390912,0.6308700366530615,0.17357045434789936,4.0876007890784445,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
43,1.0,2026091307,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,41,42,0.3568266820075223,132390912,0.7293834248913773,0.1544596802957134,4.021030307423551,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
44,1.0,2026091307,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,40,38,0.31505886900413316,132390912,0.9897830553004863,0.21067033984897382,3.807696534492173,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
45,1.0,2026091307,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,41,32,0.30381251699873246,132390912,0.9920843827818548,0.2126821897966923,3.7594129742117843,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
46,1.0,2026091307,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,40,38,0.3039848649932537,132390912,0.9897830553004863,0.21067033984897382,3.807696534492173,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
47,1.0,2026091307,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,41,42,0.3619307140033925,132390912,0.7293834248913773,0.1544596802957134,4.021030307423551,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
48,1.0,2026091307,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,40,25,0.34575372200924903,132390912,0.9757093955665027,0.22925761210036694,3.4863798350573116,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
49,1.0,2026091308,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,47,38,0.34802758099976927,132390912,0.6331376795900266,0.12337946901244326,3.919471864808469,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
50,1.0,2026091308,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,35,0.30419472399808,132390912,0.6563396140416824,0.12466239505086743,4.089308999146057,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
51,1.0,2026091308,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,47,31,0.30824302999826614,132390912,0.8030327797826713,0.14846555110708068,3.9097877202177695,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
52,1.0,2026091308,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,35,0.30411425900820177,132390912,0.6563396140416824,0.12466239505086743,4.089308999146057,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
53,1.0,2026091308,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,47,38,0.34762353998667095,132390912,0.6331376795900266,0.12337946901244326,3.919471864808469,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
54,1.0,2026091308,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,47,33,0.3460029179987032,132390912,0.7856473710415215,0.15347910782781227,3.8061515974137388,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
55,1.0,2026091309,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,41,39,0.3520991030090954,132390912,0.5477046766712638,0.15421834277215107,4.080413374282421,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
56,1.0,2026091309,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,45,39,0.31300288999045733,132390912,0.5371320952144361,0.12150965394894381,4.275102782569837,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
57,1.0,2026091309,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,45,37,0.30019549099961296,132390912,0.5965922911043164,0.13084872664191,4.203002880794013,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
58,1.0,2026091309,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,45,39,0.30754034299752675,132390912,0.5371320952144361,0.12150965394894381,4.275102782569837,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
59,1.0,2026091309,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,41,39,0.3469603220000863,132390912,0.5477046766712638,0.15421834277215107,4.080413374282421,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
60,1.0,2026091309,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,42,37,0.3605200890015112,132390912,0.6256710932519244,0.16796648226373784,4.00712592611689,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
61,1.0,2026091310,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,34,33,0.3543814329896122,132390912,0.9999604202354084,0.34132298521279847,3.1655830166389958,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
62,1.0,2026091310,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,46,33,0.30222245599725284,132390912,0.5985932388965193,0.13058974290055275,3.975343436067555,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
63,1.0,2026091310,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,47,19,0.30293514700315427,132390912,0.9709691942015028,0.18910592012575633,3.318787451684944,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
64,1.0,2026091310,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,46,33,0.30727132700849324,132390912,0.5985932388965193,0.13058974290055275,3.975343436067555,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
65,1.0,2026091310,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,34,33,0.3462905390042579,132390912,0.9999604202354084,0.34132298521279847,3.1655830166389958,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
66,1.0,2026091310,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,39,31,0.3457688420021441,132390912,0.9999879661171885,0.3458198801142258,2.9596932712066732,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
67,1.0,2026091311,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,35,18,0.3473432289902121,132390912,0.9997589178527626,0.42217507647933483,2.254996044020982,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
68,1.0,2026091311,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,43,39,0.30529366500559263,132390912,0.5558352242222752,0.11864658564245203,4.205026395969939,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
69,1.0,2026091311,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,36,16,0.3036526829964714,132390912,0.9999686906910944,0.4059415665543341,2.405602909472683,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
70,1.0,2026091311,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,43,39,0.3106729189894395,132390912,0.5558352242222752,0.11864658564245203,4.205026395969939,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
71,1.0,2026091311,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,35,18,0.3435657060035737,132390912,0.9997589178527626,0.42217507647933483,2.254996044020982,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
72,1.0,2026091311,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,38,36,0.3436194669920951,132390912,0.5927775477465849,0.16186145231812166,3.989597839208641,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
73,1.0,2026091312,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,46,42,0.3592474850011058,132390912,0.5568888703245005,0.13593296404761399,4.072114676635795,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
74,1.0,2026091312,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,43,28,0.3017364999977872,132390912,0.9809273979684963,0.19911950451337992,3.471866327736559,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
75,1.0,2026091312,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,43,26,0.3022623410070082,132390912,0.9953773007356412,0.22023965762418213,3.4865088578632477,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
76,1.0,2026091312,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,43,28,0.3041488229937386,132390912,0.9809273979684963,0.19911950451337992,3.471866327736559,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
77,1.0,2026091312,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,46,42,0.3478396970022004,132390912,0.5568888703245005,0.13593296404761399,4.072114676635795,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
78,1.0,2026091312,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,41,24,0.35772738201194443,132390912,0.9827939998840574,0.23132783406203217,3.2238492380232335,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
79,1.0,2026091313,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,42,33,0.3507652020052774,132390912,0.8663696424101344,0.21254776862877536,3.7032623768812147,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
80,1.0,2026091313,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,42,37,0.3016173880023416,132390912,0.5170588707552851,0.1308619120664034,4.189320029146031,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
81,1.0,2026091313,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,40,25,0.30292754899710417,132390912,0.9924606432752916,0.2648050766508612,3.3753937369804543,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
82,1.0,2026091313,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,42,37,0.3044247400102904,132390912,0.5170588707552851,0.1308619120664034,4.189320029146031,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
83,1.0,2026091313,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,42,33,0.35201665600470733,132390912,0.8663696424101344,0.21254776862877536,3.7032623768812147,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
84,1.0,2026091313,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,40,34,0.35124805799569003,132390912,0.8084902776142737,0.2216455227741933,3.728247681844323,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
85,1.0,2026091314,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,46,46,0.3594077760062646,132390912,0.4386070229028751,0.09615521358281942,4.282818440691361,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
86,1.0,2026091314,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,39,0.309745958991698,132390912,0.569602331105934,0.09459595446465904,4.1676608551702605,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
87,1.0,2026091314,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,47,39,0.30428178400325123,132390912,0.4165320172662666,0.087931043875114,4.357397722247267,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
88,1.0,2026091314,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,39,0.30296261300100014,132390912,0.569602331105934,0.09459595446465904,4.1676608551702605,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
89,1.0,2026091314,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,46,46,0.35160406200157013,132390912,0.4386070229028751,0.09615521358281942,4.282818440691361,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
90,1.0,2026091314,L2_TO_L1,TRANSFER,L1_TRANSFER,L1,49,64,False,False,90,converged_no_syndrome,True,46,47,0.34570071200141683,132390912,0.5285040480835106,0.08421211841789303,4.263653726732319,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
91,1.0,2026091315,L1_TO_L2,SOURCE,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,47,20,0.3511307279986795,132390912,0.999991480377389,0.22484261359292576,2.327698034042946,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
92,1.0,2026091315,L1_TO_L2,CONTROL,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,43,0.3025501189986244,132390912,0.4030672218624551,0.0922150491942949,4.343407264161684,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
93,1.0,2026091315,L1_TO_L2,TRANSFER,L2_TRANSFER,L2,43,64,False,False,90,converged_no_syndrome,True,47,17,0.29949561900866684,132390912,0.9288823135632606,0.1835830240996716,3.201096313635027,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
94,1.0,2026091315,L2_TO_L1,SOURCE,L2_MARGINAL,L2,43,64,False,False,90,converged_no_syndrome,True,47,43,0.30456387098820414,132390912,0.4030672218624551,0.0922150491942949,4.343407264161684,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,True
95,1.0,2026091315,L2_TO_L1,CONTROL,L1_MARGINAL,L1,49,64,False,False,90,converged_no_syndrome,True,47,20,0.3511205850081751,132390912,0.999991480377389,0.22484261359292576,2.327698034042946,True,CHECK_UPDATED_CURRENT_BELIEF,CHECK_UPDATED,True,
