dataset_id,data_mode,dimension,bin_width_ps,q,frame_len_symbols,frame_cap,frames_used_actual,decoder,channel_model,check_fraction,row_weight,max_iter,method,method_status,backend_status,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,runtime_s,notes,param_hash
qldpc_synth_q4_ser0p01_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.01171875,0.0,304.0,0.59375,0.01867740007583052,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=4/4,0b962a07318c87cc
qldpc_synth_q4_ser0p01_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.009765625,0.0,472.0,0.4609375,0.4656443999847397,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=4/4,eb5e714c53e22f14
qldpc_synth_q4_ser0p03_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.03515625,0.03125,304.0,0.59375,0.29675949993543327,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=2/4,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.0234375,0.01953125,472.0,0.4609375,0.06721040001139045,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=2/4,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,0,1,0.75,0.03515625,0.0078125,384.0,0.75,0.21915050002280623,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=3/4,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.03515625,0.0,384.0,0.75,0.3186094999546185,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=4/4,522f89e80edee7a1
qldpc_synth_q4_ser0p03_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,0,1,0.75,0.0234375,0.00390625,640.0,0.625,0.06840470002498478,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=3/4,522f89e80edee7a1
qldpc_synth_q4_ser0p03_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,0,3,0.25,0.03515625,0.02734375,384.0,0.75,0.30022430000826716,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=1/4,70f03ad2a6815ec3
qldpc_synth_q4_ser0p01_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,0,1,0.75,0.01171875,0.0078125,304.0,0.59375,0.87556970003061,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=3/4,b2c6fbab915c06c2
qldpc_synth_q4_ser0p03_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.0234375,0.0,640.0,0.625,0.0811229000100866,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=4/4,70f03ad2a6815ec3
qldpc_synth_q4_ser0p05_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,0,3,0.25,0.0625,0.0703125,304.0,0.59375,0.04368329991120845,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=1/4,0b962a07318c87cc
qldpc_synth_q4_ser0p03_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.0234375,0.01171875,472.0,0.4609375,0.47255399997811764,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=2/4,0b962a07318c87cc
qldpc_synth_q4_ser0p05_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,0,0,4,0.0,0.0625,0.046875,304.0,0.59375,0.0418296999996528,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=0/4,b2c6fbab915c06c2
qldpc_synth_q4_ser0p01_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.01171875,0.0,384.0,0.75,1.1322058999212459,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=4/4,522f89e80edee7a1
qldpc_synth_q4_ser0p03_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,1,0,0.75,0.0234375,0.005859375,640.0,0.625,0.35764579998794943,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=3/4,43d014f94c106833
qldpc_synth_q4_ser0p05_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,0,3,0.25,0.0625,0.03125,384.0,0.75,0.04409400001168251,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=1/4,d3ef20759633ed3a
qldpc_synth_q4_ser0p03_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,0,1,0.75,0.0234375,0.0078125,640.0,0.625,0.5207481000106782,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=3/4,d3ef20759633ed3a
qldpc_synth_q4_ser0p05_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,0,3,0.25,0.0625,0.0625,304.0,0.59375,0.37782559997867793,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=1/4,ec3c47203d968697
qldpc_synth_q4_ser0p01_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,0,1,0.75,0.009765625,0.00390625,472.0,0.4609375,1.338281099917367,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=3/4,ec3c47203d968697
qldpc_synth_q4_ser0p05_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,0,0,4,0.0,0.046875,0.05078125,472.0,0.4609375,0.1080398999620229,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=0/4,ec3c47203d968697
qldpc_synth_q4_ser0p05_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,0,0,4,0.0,0.046875,0.041015625,472.0,0.4609375,0.24327690002974123,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=0/4,0b962a07318c87cc
qldpc_synth_q4_ser0p05_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,0,3,0.25,0.046875,0.02734375,472.0,0.4609375,0.11609230004251003,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=1/4,eb5e714c53e22f14
qldpc_synth_q4_ser0p05_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.0625,0.015625,384.0,0.75,0.5261017999146134,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,43d014f94c106833
qldpc_synth_q4_ser0p05_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,0,3,0.25,0.046875,0.037109375,472.0,0.4609375,0.38391109998337924,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=1/4,b2c6fbab915c06c2
qldpc_synth_q4_ser0p05_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.046875,0.013671875,640.0,0.625,0.2915447000414133,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=2/4,522f89e80edee7a1
qldpc_synth_q4_ser0p05_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.046875,0.017578125,640.0,0.625,0.12411890004295856,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=2/4,70f03ad2a6815ec3
qldpc_synth_q4_ser0p03_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.0234375,0.01171875,472.0,0.4609375,1.544814100023359,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=2/4,b2c6fbab915c06c2
qldpc_synth_q4_ser0p05_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,0,1,0.75,0.046875,0.00390625,640.0,0.625,0.4444337000604719,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=3/4,43d014f94c106833
qldpc_synth_q4_ser0p05_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.0625,0.015625,384.0,0.75,1.0631288000149652,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,70f03ad2a6815ec3
qldpc_synth_q4_ser0p08_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,1,2,0.25,0.09375,0.09375,304.0,0.59375,0.0529748999979347,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=1/4,eb5e714c53e22f14
qldpc_synth_q4_ser0p08_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,0,3,0.25,0.09375,0.046875,384.0,0.75,0.0577356000430882,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=1/4,522f89e80edee7a1
