dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,failure_reason,unsatisfied_checks_initial,unsatisfied_checks_final,syndrome_weight_initial,syndrome_weight_final,candidate_updates,notes,dimension,bin_width_ps,data_mode,q,frame_cap,decoder,channel_model,check_fraction,row_weight,max_iter,param_hash
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,76.0,2,3.714499995112419,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,76.0,0,1.8159999744966626,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,0,True,False,0.03125,0.0234375,0.03125,0.0234375,96.0,2,5.4287000093609095,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.015625,0.0,0.0,96.0,1,2.533899969421327,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,96.0,0,2.3509999737143517,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,96.0,0,2.383400104008615,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.0078125,0.0,0.0,118.0,2,10.334599995985627,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,118.0,1,4.479299997910857,,5,0,5,0,1,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.00390625,0.0,0.0,118.0,1,4.227499943226576,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,118.0,1,4.737299983389676,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.0078125,0.0,0.0,160.0,2,10.680499952286482,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,4.807899938896298,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,4.294899990782142,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,4.980299971066415,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,0,True,False,0.015625,0.0078125,0.015625,0.0078125,160.0,2,7.744900067336857,candidate_failed_verification,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,5.02549996599555,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,4.318400053307414,,4,0,4,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,5.221499945037067,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,0,True,False,0.03125,0.0234375,0.03125,0.0234375,96.0,2,4.112399998120964,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.015625,0.0,0.0,96.0,1,2.0377999171614647,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,96.0,0,1.9107999978587031,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,96.0,0,2.0317999878898263,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,76.0,2,4.592700046487153,,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.015625,0.0,0.0,76.0,1,1.5304998960345984,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,76.0,0,1.4909000601619482,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,76.0,0,1.5550999669358134,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,76.0,2,3.599699935875833,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.0390625,0.0,0.0,76.0,3,5.149399978108704,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,2,True,False,0.015625,0.015625,0.03125,0.0234375,76.0,1,1.7565999878570437,candidate_failed_verification,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.0625,0.0390625,76.0,3,5.590899963863194,candidate_failed_verification,5,0,5,0,3,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,96.0,2,4.515599925071001,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.015625,0.0,0.0,96.0,1,2.4709999561309814,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,96.0,0,2.3991999914869666,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,96.0,0,2.5194999761879444,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.0234375,0.03125,0.03125,76.0,2,4.24340006429702,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,1,True,False,0.046875,0.0390625,0.03125,0.015625,76.0,3,6.445800070650876,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.015625,0.0,0.0,76.0,1,2.744699944742024,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.03125,0.015625,76.0,3,6.3336999155581,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.0078125,0.0,0.0,160.0,2,12.356900027953088,,6,0,6,0,2,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,5.793599993921816,,4,0,4,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,5.40200003888458,,4,0,4,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,5.905899917706847,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.0234375,0.03125,0.0234375,76.0,2,5.047700018621981,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,1,True,False,0.046875,0.0390625,0.046875,0.03125,76.0,2,10.457800002768636,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.015625,0.0,0.0,76.0,1,2.863000030629337,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.03125,0.015625,76.0,3,5.981299909763038,candidate_failed_verification,5,0,5,0,3,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.0234375,0.03125,0.0234375,96.0,2,4.100400023162365,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,1,True,False,0.046875,0.0390625,0.03125,0.015625,96.0,3,6.350899930112064,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.015625,0.0,0.0,96.0,1,2.8996000764891505,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.03125,0.015625,96.0,3,6.577300024218857,candidate_failed_verification,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.0078125,0.0,0.0,160.0,2,11.755699990317225,,6,0,6,0,2,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,6.021999986842275,,5,0,5,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,6.006499985232949,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,160.0,1,6.020399974659085,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.0078125,0.0,0.0,118.0,2,10.34480007365346,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,118.0,1,4.433599999174476,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.00390625,0.0,0.0,118.0,1,3.9752000011503696,,4,0,4,0,1,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,118.0,1,4.496500012464821,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,76.0,2,4.499600036069751,,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,1,True,False,0.046875,0.0390625,0.0625,0.0390625,76.0,3,5.423799972049892,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.015625,0.0,0.0,76.0,1,2.537099993787706,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.0625,0.0390625,76.0,3,5.802000057883561,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen128,qldpc_reference,0,True,False,0.03125,0.015625,0.046875,0.0234375,118.0,4,14.873099979013205,candidate_failed_verification,6,0,6,0,4,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen128,qldpc_reference,1,True,True,0.0234375,0.01171875,0.0,0.0,118.0,3,11.153699946589768,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen128,qldpc_reference,2,True,False,0.0234375,0.015625,0.03125,0.01953125,118.0,3,16.08570001553744,candidate_failed_verification,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen128,qldpc_reference,3,True,True,0.015625,0.0078125,0.0,0.0,118.0,2,10.114199947565794,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=43,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,96.0,2,4.57230000756681,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.0390625,0.0,0.0,96.0,3,7.308100000955164,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.015625,0.0,0.0,96.0,1,3.3475999953225255,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.03125,0.0234375,96.0,2,4.873000085353851,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,96.0,2,3.927999990992248,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.0390625,0.0,0.0,96.0,3,6.117700017057359,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.015625,0.0,0.0,96.0,1,2.8352999361231923,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,3,True,True,0.046875,0.0234375,0.0,0.0,96.0,3,6.436600000597537,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
