dataset_id,dimension,bin_width_ps,leak_EC_actual_bits,leak_EC_per_input_bit,notes,method
real_typeii_20db_d1024_bw100_blk0,1024,100.0,912.0,0.35625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=600; bisection_disclosures_bits=184; verification_bits=128; other_disclosures_bits=0; candidate_flips=46; verified_flips=46; total_blocks_checked=300; status_reason=no_verified_success; success=0/4; raw_ser=0.2421875; post_ir_ser=0.0625",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,990.0,0.38671875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=604; bisection_disclosures_bits=258; verification_bits=128; other_disclosures_bits=0; candidate_flips=62; verified_flips=62; total_blocks_checked=302",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,1524.0,0.5953125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=1200; bisection_disclosures_bits=196; verification_bits=128; other_disclosures_bits=0; candidate_flips=62; verified_flips=62; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,997.0,0.389453125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=606; bisection_disclosures_bits=263; verification_bits=128; other_disclosures_bits=0; candidate_flips=62; verified_flips=62; total_blocks_checked=303",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,997.0,0.389453125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=606; bisection_disclosures_bits=263; verification_bits=128; other_disclosures_bits=0; candidate_flips=62; verified_flips=62; total_blocks_checked=303",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,990.0,0.38671875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=604; bisection_disclosures_bits=258; verification_bits=128; other_disclosures_bits=0; candidate_flips=62; verified_flips=62; total_blocks_checked=302",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,6014.0,0.5873046875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=4800; bisection_disclosures_bits=702; verification_bits=512; other_disclosures_bits=0; candidate_flips=234; verified_flips=234; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,1490.0,0.58203125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=1200; bisection_disclosures_bits=162; verification_bits=128; other_disclosures_bits=0; candidate_flips=54; verified_flips=54; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,6014.0,0.5873046875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=4800; bisection_disclosures_bits=702; verification_bits=512; other_disclosures_bits=0; candidate_flips=234; verified_flips=234; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,6014.0,0.5873046875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=4800; bisection_disclosures_bits=702; verification_bits=512; other_disclosures_bits=0; candidate_flips=234; verified_flips=234; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,3704.0,0.36171875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=2400; bisection_disclosures_bits=792; verification_bits=512; other_disclosures_bits=0; candidate_flips=198; verified_flips=198; total_blocks_checked=1200",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,6014.0,0.5873046875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=4800; bisection_disclosures_bits=702; verification_bits=512; other_disclosures_bits=0; candidate_flips=234; verified_flips=234; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,1490.0,0.58203125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=1200; bisection_disclosures_bits=162; verification_bits=128; other_disclosures_bits=0; candidate_flips=54; verified_flips=54; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,3704.0,0.36171875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=2400; bisection_disclosures_bits=792; verification_bits=512; other_disclosures_bits=0; candidate_flips=198; verified_flips=198; total_blocks_checked=1200",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,1490.0,0.58203125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=1200; bisection_disclosures_bits=162; verification_bits=128; other_disclosures_bits=0; candidate_flips=54; verified_flips=54; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,1490.0,0.58203125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=1200; bisection_disclosures_bits=162; verification_bits=128; other_disclosures_bits=0; candidate_flips=54; verified_flips=54; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,3704.0,0.36171875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=2400; bisection_disclosures_bits=792; verification_bits=512; other_disclosures_bits=0; candidate_flips=198; verified_flips=198; total_blocks_checked=1200",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,3704.0,0.36171875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=2400; bisection_disclosures_bits=792; verification_bits=512; other_disclosures_bits=0; candidate_flips=198; verified_flips=198; total_blocks_checked=1200",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,1502.0,0.58671875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1200; bisection_disclosures_bits=174; verification_bits=128; other_disclosures_bits=0; candidate_flips=56; verified_flips=56; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,1500.0,0.5859375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1200; bisection_disclosures_bits=172; verification_bits=128; other_disclosures_bits=0; candidate_flips=56; verified_flips=56; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,6077.0,0.59345703125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=4802; bisection_disclosures_bits=763; verification_bits=512; other_disclosures_bits=0; candidate_flips=238; verified_flips=238; total_blocks_checked=2401",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,912.0,0.35625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=600; bisection_disclosures_bits=184; verification_bits=128; other_disclosures_bits=0; candidate_flips=46; verified_flips=46; total_blocks_checked=300",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,6077.0,0.59345703125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=4802; bisection_disclosures_bits=763; verification_bits=512; other_disclosures_bits=0; candidate_flips=238; verified_flips=238; total_blocks_checked=2401",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,912.0,0.35625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=600; bisection_disclosures_bits=184; verification_bits=128; other_disclosures_bits=0; candidate_flips=46; verified_flips=46; total_blocks_checked=300",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,6060.0,0.591796875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=4800; bisection_disclosures_bits=748; verification_bits=512; other_disclosures_bits=0; candidate_flips=238; verified_flips=238; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,981.0,0.383203125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=602; bisection_disclosures_bits=251; verification_bits=128; other_disclosures_bits=0; candidate_flips=56; verified_flips=56; total_blocks_checked=301",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,1500.0,0.5859375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=1200; bisection_disclosures_bits=172; verification_bits=128; other_disclosures_bits=0; candidate_flips=56; verified_flips=56; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,912.0,0.35625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=600; bisection_disclosures_bits=184; verification_bits=128; other_disclosures_bits=0; candidate_flips=46; verified_flips=46; total_blocks_checked=300",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,1502.0,0.58671875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=1200; bisection_disclosures_bits=174; verification_bits=128; other_disclosures_bits=0; candidate_flips=56; verified_flips=56; total_blocks_checked=600",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,3930.0,0.3837890625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=2408; bisection_disclosures_bits=1010; verification_bits=512; other_disclosures_bits=0; candidate_flips=238; verified_flips=238; total_blocks_checked=1204",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,959.0,0.374609375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=602; bisection_disclosures_bits=229; verification_bits=128; other_disclosures_bits=0; candidate_flips=56; verified_flips=56; total_blocks_checked=301",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,912.0,0.35625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=600; bisection_disclosures_bits=184; verification_bits=128; other_disclosures_bits=0; candidate_flips=46; verified_flips=46; total_blocks_checked=300",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,981.0,0.383203125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=602; bisection_disclosures_bits=251; verification_bits=128; other_disclosures_bits=0; candidate_flips=56; verified_flips=56; total_blocks_checked=301",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,6060.0,0.591796875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=4800; bisection_disclosures_bits=748; verification_bits=512; other_disclosures_bits=0; candidate_flips=238; verified_flips=238; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,959.0,0.374609375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=602; bisection_disclosures_bits=229; verification_bits=128; other_disclosures_bits=0; candidate_flips=56; verified_flips=56; total_blocks_checked=301",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,3945.0,0.38525390625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=2410; bisection_disclosures_bits=1023; verification_bits=512; other_disclosures_bits=0; candidate_flips=236; verified_flips=236; total_blocks_checked=1205",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,3930.0,0.3837890625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=2408; bisection_disclosures_bits=1010; verification_bits=512; other_disclosures_bits=0; candidate_flips=238; verified_flips=238; total_blocks_checked=1204",cascade_lite
real_typeii_20db_d1024_bw100_blk0,1024,100.0,3945.0,0.38525390625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=seeded_random; parity_disclosures_bits=2410; bisection_disclosures_bits=1023; verification_bits=512; other_disclosures_bits=0; candidate_flips=236; verified_flips=236; total_blocks_checked=1205",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,5984.0,0.584375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=4800; bisection_disclosures_bits=672; verification_bits=512; other_disclosures_bits=0; candidate_flips=224; verified_flips=224; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,5984.0,0.584375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=4800; bisection_disclosures_bits=672; verification_bits=512; other_disclosures_bits=0; candidate_flips=224; verified_flips=224; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw20_blk0,1024,20.0,1748.0,0.6828125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=1200; bisection_disclosures_bits=420; verification_bits=128; other_disclosures_bits=0; candidate_flips=140; verified_flips=140; total_blocks_checked=600; status_reason=no_verified_success; success=0/4; raw_ser=0.66796875; post_ir_ser=0.40234375",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,3688.0,0.36015625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=2400; bisection_disclosures_bits=776; verification_bits=512; other_disclosures_bits=0; candidate_flips=194; verified_flips=194; total_blocks_checked=1200",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,5984.0,0.584375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=4800; bisection_disclosures_bits=672; verification_bits=512; other_disclosures_bits=0; candidate_flips=224; verified_flips=224; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,5984.0,0.584375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=4800; bisection_disclosures_bits=672; verification_bits=512; other_disclosures_bits=0; candidate_flips=224; verified_flips=224; total_blocks_checked=2400",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,3688.0,0.36015625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=2400; bisection_disclosures_bits=776; verification_bits=512; other_disclosures_bits=0; candidate_flips=194; verified_flips=194; total_blocks_checked=1200",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,3688.0,0.36015625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=2400; bisection_disclosures_bits=776; verification_bits=512; other_disclosures_bits=0; candidate_flips=194; verified_flips=194; total_blocks_checked=1200",cascade_lite
real_typeii_20db_d1024_bw20_blk0,1024,20.0,1748.0,0.6828125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=1200; bisection_disclosures_bits=420; verification_bits=128; other_disclosures_bits=0; candidate_flips=140; verified_flips=140; total_blocks_checked=600; status_reason=no_verified_success; success=0/4; raw_ser=0.66796875; post_ir_ser=0.40234375",cascade_lite
real_typeii_20db_d1024_bw20_blk0,1024,20.0,1748.0,0.6828125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=1200; bisection_disclosures_bits=420; verification_bits=128; other_disclosures_bits=0; candidate_flips=140; verified_flips=140; total_blocks_checked=600; status_reason=no_verified_success; success=0/4; raw_ser=0.66796875; post_ir_ser=0.40234375",cascade_lite
real_typeii_20db_d1024_bw120_blk0,1024,120.0,3688.0,0.36015625,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=2400; bisection_disclosures_bits=776; verification_bits=512; other_disclosures_bits=0; candidate_flips=194; verified_flips=194; total_blocks_checked=1200",cascade_lite
real_typeii_20db_d1024_bw20_blk0,1024,20.0,1748.0,0.6828125,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=6; permutation_mode=identity; parity_disclosures_bits=1200; bisection_disclosures_bits=420; verification_bits=128; other_disclosures_bits=0; candidate_flips=140; verified_flips=140; total_blocks_checked=600; status_reason=no_verified_success; success=0/4; raw_ser=0.66796875; post_ir_ser=0.40234375",cascade_lite
real_typeii_20db_d1024_bw20_blk0,1024,20.0,2928.0,1.14375,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1358; bisection_disclosures_bits=1442; verification_bits=128; other_disclosures_bits=0; candidate_flips=380; verified_flips=380; total_blocks_checked=679; status_reason=no_verified_success; success=0/4; raw_ser=0.66796875; post_ir_ser=0.33203125",cascade_lite
real_typeii_20db_d1024_bw20_blk0,1024,20.0,2795.0,1.091796875,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=approximate_internal_transcript; mapping=gray; block_size_schedule=[8, 16, 32, 64]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1340; bisection_disclosures_bits=1327; verification_bits=128; other_disclosures_bits=0; candidate_flips=352; verified_flips=352; total_blocks_checked=670; status_reason=no_verified_success; success=0/4; raw_ser=0.66796875; post_ir_ser=0.40625",cascade_lite
