dataset_id,data_mode,dimension,bin_width_ps,q,frame_len_symbols,frame_cap,frames_used_actual,decoder,channel_model,check_fraction,row_weight,max_iter,method,method_status,backend_status,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,runtime_s,notes,param_hash
qldpc_synth_q16_ser0p01_flen128,synthetic,16,,16,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,4,0,0,1.0,0.009765625,0.0,816.0,0.3984375,0.4184792999876663,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=688; verification_bits=128; success=4/4,eb5e714c53e22f14
qldpc_synth_q32_ser0p03_flen64,synthetic,32,,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,4,0,0,1.0,0.03515625,0.0,768.0,0.6,1.2667912000324577,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=4/4,522f89e80edee7a1
qldpc_synth_q32_ser0p05_flen128,synthetic,32,,32,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,3,0,1,0.75,0.046875,0.00390625,1408.0,0.55,21.73700040008407,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=3/4,43d014f94c106833
qldpc_synth_q32_ser0p05_flen64,synthetic,32,,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,4,0,0,1.0,0.0625,0.0,768.0,0.6,1.6999256999697536,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=4/4,522f89e80edee7a1
qldpc_synth_q32_ser0p08_flen128,synthetic,32,,32,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,2,1,1,0.5,0.078125,0.013671875,1408.0,0.55,4.604512799996883,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=2/4,43d014f94c106833
qldpc_synth_q32_ser0p08_flen64,synthetic,32,,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,2,2,0,0.5,0.09375,0.02734375,768.0,0.6,1.5943167000077665,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=2/4,43d014f94c106833
qldpc_synth_q4_ser0p01_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.009765625,0.0,472.0,0.4609375,0.0642648000502958,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=4/4,b2c6fbab915c06c2
qldpc_synth_q4_ser0p01_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.01171875,0.0,304.0,0.59375,0.0186774000758305,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=4/4,0b962a07318c87cc
qldpc_synth_q4_ser0p03_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.0234375,0.0,640.0,0.625,0.0811229000100866,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=4/4,70f03ad2a6815ec3
qldpc_synth_q4_ser0p03_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,4,0,0,1.0,0.03515625,0.0,384.0,0.75,0.3186094999546185,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=4/4,522f89e80edee7a1
qldpc_synth_q4_ser0p05_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,0,1,0.75,0.046875,0.00390625,640.0,0.625,0.4444337000604719,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=3/4,43d014f94c106833
qldpc_synth_q4_ser0p05_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.0625,0.015625,384.0,0.75,0.5261017999146134,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,43d014f94c106833
qldpc_synth_q4_ser0p08_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.078125,0.0078125,640.0,0.625,1.1105229000095278,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=2/4,43d014f94c106833
qldpc_synth_q4_ser0p08_flen64,synthetic,4,,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,2,0,0.5,0.09375,0.05078125,384.0,0.75,1.2186230000806972,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,43d014f94c106833
qldpc_synth_q8_ser0p01_flen128,synthetic,8,,8,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,4,0,0,1.0,0.009765625,0.0,644.0,0.4192708333333333,0.2120598000474274,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=516; verification_bits=128; success=4/4,b2c6fbab915c06c2
qldpc_synth_q8_ser0p01_flen64,synthetic,8,,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,4,0,0,1.0,0.01171875,0.0,392.0,0.5104166666666666,0.0187844999600201,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=264; verification_bits=128; success=4/4,0b962a07318c87cc
qldpc_synth_q8_ser0p03_flen128,synthetic,8,,8,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,4,0,0,1.0,0.0234375,0.0,896.0,0.5833333333333334,0.2440655999816954,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=768; verification_bits=128; success=4/4,43d014f94c106833
qldpc_synth_q8_ser0p03_flen64,synthetic,8,,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,4,0,0,1.0,0.03515625,0.0,512.0,0.6666666666666666,0.054879399947822,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=4/4,522f89e80edee7a1
qldpc_synth_q8_ser0p05_flen128,synthetic,8,,8,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,3,0,1,0.75,0.046875,0.00390625,896.0,0.5833333333333334,0.2254314000019803,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=768; verification_bits=128; success=3/4,43d014f94c106833
qldpc_synth_q8_ser0p05_flen64,synthetic,8,,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,3,0,1,0.75,0.0625,0.015625,512.0,0.6666666666666666,0.1220658000092953,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=3/4,522f89e80edee7a1
qldpc_synth_q8_ser0p08_flen128,synthetic,8,,8,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,1,1,0.5,0.078125,0.0234375,896.0,0.5833333333333334,1.6112461000448093,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=768; verification_bits=128; success=2/4,43d014f94c106833
qldpc_synth_q8_ser0p08_flen64,synthetic,8,,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,2,0,0.5,0.09375,0.0390625,512.0,0.6666666666666666,0.1153046999825164,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,43d014f94c106833
real_typeii_20db_d16_bw100_blk0,real_data,16,100.0,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,4,0,0.0,0.19921875,0.18359375,640.0,0.625,0.851000800030306,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,70f03ad2a6815ec3
real_typeii_20db_d16_bw120_blk0,real_data,16,120.0,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,0,2,2,0.0,0.15625,0.1015625,640.0,0.625,3.079677600064315,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=0/4,b2c6fbab915c06c2
real_typeii_20db_d16_bw150_blk0,real_data,16,150.0,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,2,1,1,0.5,0.125,0.0703125,640.0,0.625,0.5867867999477312,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=2/4,522f89e80edee7a1
real_typeii_20db_d16_bw180_blk0,real_data,16,180.0,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,1,1,2,0.25,0.1171875,0.03515625,640.0,0.625,0.8680953000439331,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=1/4,43d014f94c106833
real_typeii_20db_d32_bw100_blk0,real_data,32,100.0,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,0,3,1,0.0,0.23046875,0.22265625,768.0,0.6,2.369497000006959,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=0/4,522f89e80edee7a1
real_typeii_20db_d32_bw120_blk0,real_data,32,120.0,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,1,2,1,0.25,0.18359375,0.10546875,768.0,0.6,3.6118222000077367,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=1/4,d3ef20759633ed3a
real_typeii_20db_d32_bw150_blk0,real_data,32,150.0,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,1,1,2,0.25,0.16015625,0.0390625,768.0,0.6,9.710232599987648,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=1/4,0b962a07318c87cc
real_typeii_20db_d32_bw180_blk0,real_data,32,180.0,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,1,1,2,0.25,0.16796875,0.0703125,768.0,0.6,2.821031800005585,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=1/4,70f03ad2a6815ec3
real_typeii_20db_d4_bw100_blk0,real_data,4,100.0,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,1,3,0,0.25,0.13671875,0.09765625,384.0,0.75,0.0807508999714627,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=1/4,43d014f94c106833
real_typeii_20db_d4_bw120_blk0,real_data,4,120.0,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.08984375,0.0546875,384.0,0.75,0.1248782000038772,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,d3ef20759633ed3a
real_typeii_20db_d4_bw150_blk0,real_data,4,150.0,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,1,1,0.5,0.0703125,0.0234375,384.0,0.75,0.2223951000487432,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,70f03ad2a6815ec3
real_typeii_20db_d4_bw180_blk0,real_data,4,180.0,4,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,3,1,0,0.75,0.04296875,0.01171875,384.0,0.75,0.4687649999978021,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=3/4,43d014f94c106833
real_typeii_20db_d64_bw100_blk0,real_data,64,100.0,64,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_64,4,0,4,0,0.0,0.24609375,0.203125,896.0,0.5833333333333334,12.875708000035957,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=64; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=768; verification_bits=128; success=0/4,d3ef20759633ed3a
real_typeii_20db_d64_bw120_blk0,real_data,64,120.0,64,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,qldpc_reference,reference,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_64,4,0,4,0,0.0,0.23046875,0.11328125,896.0,0.5833333333333334,21.33028150000609,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=64; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=768; verification_bits=128; success=0/4,b2c6fbab915c06c2
