dataset_id,dimension,bin_width_ps,frame_cap,frames_used_actual,method,method_status,backend_status,block_size_schedule,num_passes,permutation_mode,seed,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,runtime_s,notes,param_hash,parity_fraction,max_iter,osd_order,bp_method,mapping,llr_mode,bitplane_rate_mode,data_mode,q,frame_len_symbols,decoder,channel_model,check_fraction,row_weight
real_typeii_20db_d8_bw180_blk0,8,180.0,4,4,layered_ldpc_lite,ok,ldpc.BpOsdDecoder,,,,,4,3,1,0,0.75,0.0859375,0.02734375,644.0,0.8385416666666666,0.2641709999879822,backend=ldpc.BpOsdDecoder; parity_fraction=0.67; column_weight=3; seed=20260428; osd_order=0; bp_method=minimum_sum; llr_mode=bsc_estimated; bitplane_rate_mode=uniform; unverified_policy=revert_to_bob_decode_failed,6c4a3aa3591d6a87,0.67,20.0,0.0,minimum_sum,gray,bsc_estimated,uniform,,,,,,,
qldpc_synth_q16_ser0p01_flen128,16,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,4,0,0,1.0,0.009765625,0.0,816.0,0.3984375,0.4184792999876663,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=688; verification_bits=128; success=4/4,eb5e714c53e22f14,,20.0,,,,,,synthetic,16.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.33,4.0
qldpc_synth_q16_ser0p01_flen64,16,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,4,0,0,1.0,0.01171875,0.0,480.0,0.46875,0.1646091999718919,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=352; verification_bits=128; success=4/4,ec3c47203d968697,,20.0,,,,,,synthetic,16.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.33,3.0
qldpc_synth_q16_ser0p03_flen128,16,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,4,0,0,1.0,0.0234375,0.0,1152.0,0.5625,0.3413854000391438,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1024; verification_bits=128; success=4/4,70f03ad2a6815ec3,,20.0,,,,,,synthetic,16.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q16_ser0p03_flen64,16,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,4,0,0,1.0,0.03515625,0.0,640.0,0.625,0.1455036000115797,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=4/4,522f89e80edee7a1,,20.0,,,,,,synthetic,16.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
qldpc_synth_q16_ser0p05_flen128,16,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,2,1,1,0.5,0.046875,0.009765625,1152.0,0.5625,1.1352346000494435,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1024; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,16.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q16_ser0p05_flen64,16,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,4,0,0,1.0,0.0625,0.0,640.0,0.625,0.2914752999786287,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=4/4,522f89e80edee7a1,,20.0,,,,,,synthetic,16.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
qldpc_synth_q16_ser0p08_flen128,16,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,2,0,2,0.5,0.078125,0.0078125,1152.0,0.5625,1.0907639000797644,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1024; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,16.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q16_ser0p08_flen64,16,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,,,,,4,2,2,0,0.5,0.09375,0.05859375,640.0,0.625,2.7737153000198305,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,16.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q32_ser0p01_flen128,32,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,4,0,0,1.0,0.009765625,0.0,988.0,0.3859375,0.1802441999316215,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=860; verification_bits=128; success=4/4,b2c6fbab915c06c2,,20.0,,,,,,synthetic,32.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.33,4.0
qldpc_synth_q32_ser0p01_flen64,32,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,4,0,0,1.0,0.01171875,0.0,568.0,0.44375,2.5144245999399573,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=440; verification_bits=128; success=4/4,ec3c47203d968697,,20.0,,,,,,synthetic,32.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.33,3.0
qldpc_synth_q32_ser0p03_flen128,32,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,4,0,0,1.0,0.0234375,0.0,1408.0,0.55,0.6112881998997182,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=4/4,70f03ad2a6815ec3,,20.0,,,,,,synthetic,32.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q32_ser0p03_flen64,32,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,4,0,0,1.0,0.03515625,0.0,768.0,0.6,1.2667912000324577,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=4/4,522f89e80edee7a1,,20.0,,,,,,synthetic,32.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
qldpc_synth_q32_ser0p05_flen128,32,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,3,0,1,0.75,0.046875,0.00390625,1408.0,0.55,21.73700040008407,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=3/4,43d014f94c106833,,20.0,,,,,,synthetic,32.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q32_ser0p05_flen64,32,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,4,0,0,1.0,0.0625,0.0,768.0,0.6,1.6999256999697536,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=4/4,522f89e80edee7a1,,20.0,,,,,,synthetic,32.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
qldpc_synth_q32_ser0p08_flen128,32,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,2,1,1,0.5,0.078125,0.013671875,1408.0,0.55,4.604512799996883,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,32.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q32_ser0p08_flen64,32,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,,,,,4,2,2,0,0.5,0.09375,0.02734375,768.0,0.6,1.5943167000077665,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,32.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q4_ser0p01_flen128,4,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,4,0,0,1.0,0.009765625,0.0,472.0,0.4609375,0.0642648000502958,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=4; syndrome_symbols=43; syndrome_bits=344; verification_bits=128; success=4/4,b2c6fbab915c06c2,,20.0,,,,,,synthetic,4.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.33,4.0
qldpc_synth_q4_ser0p01_flen64,4,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,4,0,0,1.0,0.01171875,0.0,304.0,0.59375,0.0186774000758305,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.33; row_weight=3; syndrome_symbols=22; syndrome_bits=176; verification_bits=128; success=4/4,0b962a07318c87cc,,20.0,,,,,,synthetic,4.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.33,3.0
qldpc_synth_q4_ser0p03_flen128,4,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,4,0,0,1.0,0.0234375,0.0,640.0,0.625,0.0811229000100866,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=4/4,70f03ad2a6815ec3,,20.0,,,,,,synthetic,4.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q4_ser0p03_flen64,4,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,4,0,0,1.0,0.03515625,0.0,384.0,0.75,0.3186094999546185,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=3; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=4/4,522f89e80edee7a1,,20.0,,,,,,synthetic,4.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,3.0
qldpc_synth_q4_ser0p05_flen128,4,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,3,0,1,0.75,0.046875,0.00390625,640.0,0.625,0.4444337000604719,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=3/4,43d014f94c106833,,20.0,,,,,,synthetic,4.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q4_ser0p05_flen64,4,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,2,0,2,0.5,0.0625,0.015625,384.0,0.75,0.5261017999146134,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=256; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,4.0,64.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
qldpc_synth_q4_ser0p08_flen128,4,,4,4,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,,,,,4,2,0,2,0.5,0.078125,0.0078125,640.0,0.625,1.1105229000095278,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=2/4,43d014f94c106833,,20.0,,,,,,synthetic,4.0,128.0,qary_hard_syndrome_bf,qary_symmetric,0.5,4.0
