dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,failure_reason,unsatisfied_checks_initial,unsatisfied_checks_final,syndrome_weight_initial,syndrome_weight_final,candidate_updates,notes,dimension,bin_width_ps,data_mode,q,frame_cap,decoder,channel_model,check_fraction,row_weight,max_iter,param_hash
qldpc_synth_q4_ser0p08_flen128,qldpc_reference,0,True,True,0.0703125,0.03515625,0.0,0.0,160.0,9,37.2188999899663,,24,0,24,0,9,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.015625,0.0,0.0,96.0,1,2.5405999913346022,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,96.0,0,2.9276999994181097,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,96.0,0,2.5271000049542636,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.0234375,0.0,0.0,96.0,2,5.026099999668077,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.0390625,0.0,0.0,96.0,3,7.467499992344528,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.015625,0.0,0.0,96.0,1,3.5986999864690006,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.0234375,0.03125,0.0234375,96.0,2,5.334299989044666,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.0078125,0.0,0.0,224.0,2,22.29809999698773,,6,0,6,0,2,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.005208333333333333,0.0,0.0,224.0,1,9.556200006045401,,5,0,5,0,1,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.005208333333333333,0.0,0.0,224.0,1,7.011100009549409,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.005208333333333333,0.0,0.0,224.0,1,8.254299988038838,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen128,qldpc_reference,0,True,True,0.03125,0.015625,0.0,0.0,160.0,4,20.315400004619732,,10,0,10,0,4,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen128,qldpc_reference,1,True,True,0.0234375,0.01171875,0.0,0.0,160.0,3,12.81129999551922,,8,0,8,0,3,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen128,qldpc_reference,2,False,False,0.0234375,0.015625,0.0234375,0.015625,160.0,20,16.59399998607114,syndrome_decode_failed,6,1,6,1,2,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p03_flen128,qldpc_reference,3,True,True,0.015625,0.0078125,0.0,0.0,160.0,2,10.253999993437901,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p05_flen128,qldpc_reference,0,True,True,0.03125,0.015625,0.0,0.0,160.0,4,21.16030000615865,,10,0,10,0,4,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p05_flen128,qldpc_reference,1,True,False,0.0703125,0.0390625,0.015625,0.01171875,160.0,9,39.953600004082546,candidate_failed_verification,16,0,16,0,9,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p05_flen128,qldpc_reference,2,True,True,0.03125,0.0234375,0.0,0.0,160.0,4,18.727199989371,,8,0,8,0,4,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p05_flen128,qldpc_reference,3,True,True,0.0546875,0.04296875,0.0,0.0,160.0,7,29.47350000613369,,16,0,16,0,7,channel_model=qary_symmetric; syndrome_symbols=64,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.015625,0.0,0.0,128.0,2,7.1121999935712665,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,True,True,0.046875,0.026041666666666668,0.0,0.0,128.0,3,12.749699992127717,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,4.856199986534193,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.015625,0.03125,0.015625,128.0,2,8.634000027086586,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen128,qldpc_reference,0,True,True,0.03125,0.018229166666666668,0.0,0.0,224.0,4,40.17410002416,,11,0,11,0,4,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen128,qldpc_reference,1,True,True,0.0234375,0.010416666666666666,0.0,0.0,224.0,3,26.75160000217147,,8,0,8,0,3,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen128,qldpc_reference,2,True,True,0.0234375,0.018229166666666668,0.0,0.0,224.0,3,31.376500002807006,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen128,qldpc_reference,3,True,True,0.015625,0.0078125,0.0,0.0,224.0,2,16.907100012758747,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p08_flen64,qldpc_reference,0,False,False,0.109375,0.0859375,0.03125,0.015625,96.0,20,16.295700013870373,syndrome_decode_failed,12,1,12,1,6,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p08_flen64,qldpc_reference,1,True,True,0.0625,0.03125,0.0,0.0,96.0,4,9.000399993965402,,10,0,10,0,4,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p08_flen64,qldpc_reference,2,True,True,0.046875,0.03125,0.0,0.0,96.0,3,8.121699996991083,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q4_ser0p08_flen64,qldpc_reference,3,False,False,0.15625,0.09375,0.171875,0.109375,96.0,20,20.012299995869398,syndrome_decode_failed,17,3,17,3,7,channel_model=qary_symmetric; syndrome_symbols=32,4,,synthetic,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen128,qldpc_reference,0,True,True,0.03125,0.018229166666666668,0.0,0.0,224.0,4,39.15130000677891,,11,0,11,0,4,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen128,qldpc_reference,1,True,False,0.0703125,0.028645833333333332,0.015625,0.005208333333333333,224.0,9,79.74970000213943,candidate_failed_verification,17,0,17,0,9,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen128,qldpc_reference,2,True,True,0.03125,0.0234375,0.0,0.0,224.0,4,35.16460000537336,,8,0,8,0,4,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen128,qldpc_reference,3,True,True,0.0546875,0.041666666666666664,0.0,0.0,224.0,7,61.35750000248663,,16,0,16,0,7,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.03125,0.015625,0.0,0.0,128.0,2,8.044899994274601,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.9092000040691346,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,128.0,0,2.5529999984428287,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,128.0,0,2.455899986671284,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,0,True,True,0.015625,0.009765625,0.0,0.0,288.0,2,57.76450000121258,,6,0,6,0,2,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,1,True,True,0.0078125,0.00390625,0.0,0.0,288.0,1,10.23200000054203,,5,0,5,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,2,True,True,0.0078125,0.005859375,0.0,0.0,288.0,1,7.967500016093254,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p01_flen128,qldpc_reference,3,True,True,0.0078125,0.00390625,0.0,0.0,288.0,1,11.209999996935949,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen64,qldpc_reference,0,True,False,0.09375,0.052083333333333336,0.03125,0.010416666666666666,128.0,6,24.949699989520013,candidate_failed_verification,10,0,10,0,6,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen64,qldpc_reference,1,True,True,0.046875,0.015625,0.0,0.0,128.0,3,13.016400014748797,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen64,qldpc_reference,2,True,True,0.03125,0.015625,0.0,0.0,128.0,2,19.460000010440126,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p05_flen64,qldpc_reference,3,True,False,0.078125,0.052083333333333336,0.03125,0.020833333333333332,128.0,3,11.670200008666143,candidate_failed_verification,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,0,True,True,0.0703125,0.0390625,0.0,0.0,224.0,9,75.39070001803339,,25,0,25,0,9,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,1,True,False,0.09375,0.0546875,0.015625,0.010416666666666666,224.0,12,108.37649999302812,candidate_failed_verification,24,0,24,0,12,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,2,False,False,0.0625,0.03125,0.078125,0.044270833333333336,224.0,20,166.24700001557358,syndrome_decode_failed,15,2,15,2,9,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen128,qldpc_reference,3,True,True,0.0859375,0.046875,0.0,0.0,224.0,11,102.52509999554604,,26,0,26,0,11,channel_model=qary_symmetric; syndrome_symbols=64,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p05_flen64,qldpc_reference,0,True,False,0.09375,0.05859375,0.03125,0.015625,160.0,6,53.584599983878434,candidate_failed_verification,11,0,11,0,6,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p05_flen64,qldpc_reference,1,True,True,0.046875,0.015625,0.0,0.0,160.0,3,23.34580000024289,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p05_flen64,qldpc_reference,2,True,True,0.03125,0.015625,0.0,0.0,160.0,2,19.171499996446073,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p05_flen64,qldpc_reference,3,True,False,0.078125,0.04296875,0.03125,0.01171875,160.0,4,32.74530000635423,candidate_failed_verification,7,0,7,0,4,channel_model=qary_symmetric; syndrome_symbols=32,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen64,qldpc_reference,0,False,False,0.109375,0.06770833333333333,0.03125,0.026041666666666668,128.0,20,32.99710000283085,syndrome_decode_failed,12,1,12,1,6,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen64,qldpc_reference,1,True,True,0.0625,0.026041666666666668,0.0,0.0,128.0,4,18.096599989803508,,10,0,10,0,4,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen64,qldpc_reference,2,True,True,0.046875,0.020833333333333332,0.0,0.0,128.0,3,15.285500005120412,,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p08_flen64,qldpc_reference,3,False,False,0.15625,0.09895833333333333,0.125,0.08333333333333333,128.0,20,38.82230000454001,syndrome_decode_failed,17,3,17,3,7,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p05_flen128,qldpc_reference,0,True,True,0.03125,0.01953125,0.0,0.0,288.0,4,74.3949000025168,,11,0,11,0,4,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p05_flen128,qldpc_reference,1,True,False,0.0703125,0.02734375,0.015625,0.005859375,288.0,9,159.2454999918118,candidate_failed_verification,16,0,16,0,9,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p05_flen128,qldpc_reference,2,False,False,0.03125,0.017578125,0.0234375,0.0078125,288.0,20,81.11520000966266,syndrome_decode_failed,8,1,8,1,3,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q16_ser0p05_flen128,qldpc_reference,3,True,True,0.0546875,0.0390625,0.0,0.0,288.0,7,121.05749998590909,,16,0,16,0,7,channel_model=qary_symmetric; syndrome_symbols=64,16,,synthetic,16,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p01_flen64,qldpc_reference,0,True,True,0.03125,0.0125,0.0,0.0,192.0,2,23.75920000486076,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p01_flen64,qldpc_reference,1,True,True,0.015625,0.0125,0.0,0.0,192.0,1,3.0310000001918525,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p01_flen64,qldpc_reference,2,True,True,0.0,0.0,0.0,0.0,192.0,0,2.5582999805919826,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p01_flen64,qldpc_reference,3,True,True,0.0,0.0,0.0,0.0,192.0,0,2.45800000266172,,0,0,0,0,0,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p03_flen128,qldpc_reference,0,True,True,0.03125,0.0203125,0.0,0.0,352.0,4,153.16519999760203,,11,0,11,0,4,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p03_flen128,qldpc_reference,1,True,True,0.0234375,0.009375,0.0,0.0,352.0,3,89.80869999504648,,8,0,8,0,3,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p03_flen128,qldpc_reference,2,True,True,0.0234375,0.0171875,0.0,0.0,352.0,3,113.67240000981838,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p03_flen128,qldpc_reference,3,True,True,0.015625,0.00625,0.0,0.0,352.0,2,55.278000014368445,,5,0,5,0,2,channel_model=qary_symmetric; syndrome_symbols=64,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q32_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.0125,0.0,0.0,192.0,2,53.71860001469031,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,32,,synthetic,32,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
