dataset_id,data_mode,dimension,bin_width_ps,q,frame_len_symbols,frame_cap,frames_used_actual,decoder,channel_model,check_fraction,row_weight,max_iter,method,method_status,backend_status,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,beta_eff_empirical,runtime_s,notes,param_hash,real_ir_success,success_classification
qldpc_synth_q4_ser0p08_flen128,synthetic,4,,4,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_4,4,2,0,2,0.5,0.078125,0.0078125,640.0,0.625,0.0,0.19562589999986812,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=4; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=512; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q8_ser0p05_flen128,synthetic,8,,8,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,3,0,1,0.75,0.046875,0.00390625,896.0,0.5833333333333334,0.0,0.7126048000063747,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=768; verification_bits=128; success=3/4,43d014f94c106833,False,reference_only
qldpc_synth_q8_ser0p01_flen64,synthetic,8,,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,4,0,0,1.0,0.01171875,0.0,512.0,0.6666666666666666,0.0,0.8994547000038438,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=4/4,43d014f94c106833,False,reference_only
qldpc_synth_q16_ser0p01_flen128,synthetic,16,,16,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,4,0,0,1.0,0.009765625,0.0,1152.0,0.5625,0.0,0.4266727000067476,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1024; verification_bits=128; success=4/4,43d014f94c106833,False,reference_only
qldpc_synth_q8_ser0p05_flen64,synthetic,8,,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,0,2,0.5,0.0625,0.015625,512.0,0.6666666666666666,0.0,1.2570104000042193,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q8_ser0p08_flen128,synthetic,8,,8,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,1,1,0.5,0.078125,0.0234375,896.0,0.5833333333333334,0.0,1.0939673999964725,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=768; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q16_ser0p05_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,2,0,2,0.5,0.0625,0.015625,640.0,0.625,0.0,0.68037769998773,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q8_ser0p08_flen64,synthetic,8,,8,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_8,4,2,2,0,0.5,0.09375,0.0390625,512.0,0.6666666666666666,0.0,1.4891817000170704,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=8; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=384; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q16_ser0p05_flen128,synthetic,16,,16,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,2,1,1,0.5,0.046875,0.009765625,1152.0,0.5625,0.0,1.1987005999835674,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1024; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q32_ser0p01_flen64,synthetic,32,,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,4,0,0,1.0,0.01171875,0.0,768.0,0.6,0.0,0.6244640999939293,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=4/4,43d014f94c106833,False,reference_only
qldpc_synth_q32_ser0p03_flen128,synthetic,32,,32,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,4,0,0,1.0,0.0234375,0.0,1408.0,0.55,0.0,0.4350758000218775,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=4/4,43d014f94c106833,False,reference_only
qldpc_synth_q32_ser0p03_flen64,synthetic,32,,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,3,0,1,0.75,0.03515625,0.0078125,768.0,0.6,0.0,0.9665285999944899,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=3/4,43d014f94c106833,False,reference_only
qldpc_synth_q16_ser0p08_flen128,synthetic,16,,16,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,2,0,2,0.5,0.078125,0.0078125,1152.0,0.5625,0.0,2.093798100017011,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1024; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q32_ser0p05_flen64,synthetic,32,,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,2,0,2,0.5,0.0625,0.015625,768.0,0.6,0.0,1.1474711000046227,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q16_ser0p03_flen128,synthetic,16,,16,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,4,0,0,1.0,0.0234375,0.0,1152.0,0.5625,0.0,4.580996100004995,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1024; verification_bits=128; success=4/4,43d014f94c106833,False,reference_only
qldpc_synth_q32_ser0p01_flen128,synthetic,32,,32,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,4,0,0,1.0,0.009765625,0.0,1408.0,0.55,0.0,3.9021891999873333,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=4/4,43d014f94c106833,False,reference_only
qldpc_synth_q32_ser0p08_flen128,synthetic,32,,32,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,2,1,1,0.5,0.078125,0.013671875,1408.0,0.55,0.0,1.9142005000030622,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q16_ser0p08_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,2,2,0,0.5,0.09375,0.05859375,640.0,0.625,0.0,4.755877999996301,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
qldpc_synth_q16_ser0p01_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,4,0,0,1.0,0.01171875,0.0,640.0,0.625,0.0,5.718931300012628,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=4/4,43d014f94c106833,False,reference_only
qldpc_synth_q16_ser0p03_flen64,synthetic,16,,16,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_16,4,3,0,1,0.75,0.03515625,0.0078125,640.0,0.625,0.0,5.993427099980181,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=16; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=512; verification_bits=128; success=3/4,43d014f94c106833,False,reference_only
qldpc_synth_q32_ser0p05_flen128,synthetic,32,,32,128,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,3,0,1,0.75,0.046875,0.00390625,1408.0,0.55,0.0,4.0781164999934845,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=64; syndrome_bits=1280; verification_bits=128; success=3/4,43d014f94c106833,False,reference_only
qldpc_synth_q32_ser0p08_flen64,synthetic,32,,32,64,4,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,qldpc_reference,ok,qary_ldpc_reference_qary_hard_syndrome_bf_internal_gf2m_32,4,2,2,0,0.5,0.09375,0.02734375,768.0,0.6,0.0,3.827866300009191,qLDPC GF(q) syndrome reference decoder executed; not a full industrial qLDPC implementation; q=32; decoder=qary_hard_syndrome_bf; channel_model=qary_symmetric; check_fraction=0.5; row_weight=4; syndrome_symbols=32; syndrome_bits=640; verification_bits=128; success=2/4,43d014f94c106833,False,reference_only
