phase,method,frame_id,stratum,role,status,reason,raw_ser,iterations,notes
baseline,nbldpc_formal_v7_r1a_mr0,127,d1024_bw200,development,decode_failed,iteration_limit,0.08203125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,127,d1024_bw200,development,syndrome_consistent,exact_correct,0.08203125,3,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,128,d1024_bw200,development,syndrome_consistent,exact_correct,0.06640625,1,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,128,d1024_bw200,development,syndrome_consistent,exact_correct,0.06640625,1,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,129,d1024_bw200,development,decode_failed,iteration_limit,0.0546875,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,129,d1024_bw200,development,syndrome_consistent,exact_correct,0.0546875,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,134,d1024_bw200,development,decode_failed,iteration_limit,0.0625,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,134,d1024_bw200,development,syndrome_consistent,exact_correct,0.0625,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,138,d1024_bw200,development,syndrome_consistent,exact_correct,0.0546875,1,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,138,d1024_bw200,development,syndrome_consistent,exact_correct,0.0546875,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,139,d1024_bw200,development,decode_failed,iteration_limit,0.05859375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,139,d1024_bw200,development,syndrome_consistent,exact_correct,0.05859375,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,140,d1024_bw200,development,decode_failed,iteration_limit,0.078125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,140,d1024_bw200,development,syndrome_consistent,exact_correct,0.078125,3,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,142,d1024_bw200,development,decode_failed,iteration_limit,0.08984375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,142,d1024_bw200,development,syndrome_consistent,exact_correct,0.08984375,3,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,144,d1024_bw200,development,decode_failed,iteration_limit,0.078125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,144,d1024_bw200,development,syndrome_consistent,exact_correct,0.078125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,145,d1024_bw200,development,decode_failed,iteration_limit,0.0859375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,145,d1024_bw200,development,syndrome_consistent,exact_correct,0.0859375,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,148,d1024_bw200,development,decode_failed,iteration_limit,0.046875,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,148,d1024_bw200,development,syndrome_consistent,exact_correct,0.046875,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,151,d1024_bw200,development,decode_failed,iteration_limit,0.09375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,151,d1024_bw200,development,syndrome_consistent,exact_correct,0.09375,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,153,d1024_bw200,development,syndrome_consistent,exact_correct,0.078125,1,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,153,d1024_bw200,development,syndrome_consistent,exact_correct,0.078125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,159,d1024_bw200,development,decode_failed,iteration_limit,0.07421875,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,159,d1024_bw200,development,syndrome_consistent,exact_correct,0.07421875,3,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,160,d1024_bw200,development,decode_failed,iteration_limit,0.09765625,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,160,d1024_bw200,development,syndrome_consistent,exact_correct,0.09765625,4,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,161,d1024_bw200,development,decode_failed,iteration_limit,0.0859375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,161,d1024_bw200,development,syndrome_consistent,exact_correct,0.0859375,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,163,d1024_bw200,development,syndrome_consistent,exact_correct,0.0625,1,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,163,d1024_bw200,development,syndrome_consistent,exact_correct,0.0625,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,165,d1024_bw200,development,decode_failed,iteration_limit,0.05078125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,165,d1024_bw200,development,syndrome_consistent,exact_correct,0.05078125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,166,d1024_bw200,development,decode_failed,iteration_limit,0.08203125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,166,d1024_bw200,development,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,168,d1024_bw200,development,syndrome_consistent,exact_correct,0.0625,1,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,168,d1024_bw200,development,syndrome_consistent,exact_correct,0.0625,1,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,170,d1024_bw200,development,decode_failed,iteration_limit,0.06640625,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,170,d1024_bw200,development,syndrome_consistent,exact_correct,0.06640625,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,171,d1024_bw200,development,decode_failed,iteration_limit,0.09375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,171,d1024_bw200,development,syndrome_consistent,exact_correct,0.09375,3,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,172,d1024_bw200,development,decode_failed,iteration_limit,0.0703125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,172,d1024_bw200,development,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,173,d1024_bw200,development,decode_failed,iteration_limit,0.09375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,173,d1024_bw200,development,syndrome_consistent,exact_correct,0.09375,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,175,d1024_bw200,development,syndrome_consistent,exact_correct,0.0703125,1,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,175,d1024_bw200,development,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,177,d1024_bw200,development,decode_failed,iteration_limit,0.08984375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,177,d1024_bw200,development,syndrome_consistent,exact_correct,0.08984375,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,179,d1024_bw200,development,decode_failed,iteration_limit,0.08203125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,179,d1024_bw200,development,syndrome_consistent,exact_correct,0.08203125,1,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,181,d1024_bw200,development,decode_failed,iteration_limit,0.0703125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,181,d1024_bw200,development,syndrome_consistent,exact_correct,0.0703125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,184,d1024_bw200,development,decode_failed,iteration_limit,0.078125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,184,d1024_bw200,development,syndrome_consistent,exact_correct,0.078125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,187,d1024_bw200,development,decode_failed,iteration_limit,0.1015625,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,187,d1024_bw200,development,syndrome_consistent,exact_correct,0.1015625,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,190,d1024_bw200,development,syndrome_consistent,exact_correct,0.04296875,1,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,190,d1024_bw200,development,syndrome_consistent,exact_correct,0.04296875,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,193,d1024_bw200,development,decode_failed,iteration_limit,0.0625,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,193,d1024_bw200,development,syndrome_consistent,exact_correct,0.0625,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,194,d1024_bw200,development,decode_failed,iteration_limit,0.08203125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,194,d1024_bw200,development,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,196,d1024_bw200,development,decode_failed,iteration_limit,0.1015625,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,196,d1024_bw200,development,syndrome_consistent,exact_correct,0.1015625,3,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,198,d1024_bw200,development,syndrome_consistent,exact_correct,0.07421875,1,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,198,d1024_bw200,development,syndrome_consistent,exact_correct,0.07421875,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,208,d1024_bw200,development,decode_failed,iteration_limit,0.05859375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,208,d1024_bw200,development,syndrome_consistent,exact_correct,0.05859375,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,212,d1024_bw200,development,decode_failed,iteration_limit,0.05078125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,212,d1024_bw200,development,syndrome_consistent,exact_correct,0.05078125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,215,d1024_bw200,development,decode_failed,iteration_limit,0.05078125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,215,d1024_bw200,development,syndrome_consistent,exact_correct,0.05078125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,216,d1024_bw200,development,decode_failed,iteration_limit,0.08984375,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,216,d1024_bw200,development,syndrome_consistent,exact_correct,0.08984375,3,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,217,d1024_bw200,development,decode_failed,iteration_limit,0.08203125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,217,d1024_bw200,development,syndrome_consistent,exact_correct,0.08203125,2,hook_equivalence=ok
baseline,nbldpc_formal_v7_r1a_mr0,221,d1024_bw200,development,decode_failed,iteration_limit,0.0703125,100,hook_equivalence=ok
candidate_development,nbldpc_v13_r3_code_v1,221,d1024_bw200,development,syndrome_consistent,exact_correct,0.0703125,3,hook_equivalence=ok
