dataset_id,dimension,bin_width_ps,frame_cap,frames_used_actual,method,method_status,backend_status,block_size_schedule,num_passes,permutation_mode,seed,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,beta_eff_empirical,runtime_s,notes,param_hash,real_ir_success,success_classification
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,1,4,4,0,0,1.0,0.19921875,0.0,1079.0,1.0537109375,0.0,0.04135260000475682,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=754; bisection_disclosures_bits=197; verification_bits=128; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=377",8c14481b3b13ba97,True,real_ir_success
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"16,32,64,128",3,identity,1,4,0,0,4,0.0,0.19921875,0.10546875,456.0,0.4453125,0.0,0.0010781000019051135,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=identity; parity_disclosures_bits=224; bisection_disclosures_bits=104; verification_bits=128; other_disclosures_bits=0; candidate_flips=26; verified_flips=26; total_blocks_checked=112; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.10546875",12e60a79b80aac28,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,identity,1,4,1,0,3,0.25,0.19921875,0.03515625,1310.0,1.279296875,0.0,0.0023969000030774623,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=1056; bisection_disclosures_bits=126; verification_bits=128; other_disclosures_bits=0; candidate_flips=46; verified_flips=46; total_blocks_checked=528",9d564316fde14cb8,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"16,32,64,128",2,seeded_random,0,4,0,0,4,0.0,0.19921875,0.0546875,534.0,0.521484375,0.0,0.018846799997845665,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=2; permutation_mode=seeded_random; parity_disclosures_bits=200; bisection_disclosures_bits=206; verification_bits=128; other_disclosures_bits=0; candidate_flips=48; verified_flips=48; total_blocks_checked=100; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.0546875",dd7816676bf6e07b,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"12,6,24,13",4,identity,0,4,0,0,4,0.0,0.19921875,0.0703125,1022.0,0.998046875,0.0,0.0019105999963358045,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=768; bisection_disclosures_bits=126; verification_bits=128; other_disclosures_bits=0; candidate_flips=36; verified_flips=36; total_blocks_checked=384; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.0703125",2faaaa245957cec2,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,1,4,2,0,2,0.5,0.19921875,0.0234375,760.0,0.7421875,0.0,0.02792510000290349,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=420; bisection_disclosures_bits=212; verification_bits=128; other_disclosures_bits=0; candidate_flips=60; verified_flips=60; total_blocks_checked=210",8423d62fa77f89d5,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"12,6,24,13",4,identity,1,4,0,0,4,0.0,0.19921875,0.0703125,1022.0,0.998046875,0.0,0.0019123000092804432,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=768; bisection_disclosures_bits=126; verification_bits=128; other_disclosures_bits=0; candidate_flips=36; verified_flips=36; total_blocks_checked=384; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.0703125",e94e37ca4f54ec26,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"16,32,64,128",2,identity,0,4,0,0,4,0.0,0.19921875,0.10546875,424.0,0.4140625,0.0,0.0011014000046998262,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=2; permutation_mode=identity; parity_disclosures_bits=192; bisection_disclosures_bits=104; verification_bits=128; other_disclosures_bits=0; candidate_flips=26; verified_flips=26; total_blocks_checked=96; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.10546875",7f633f44f9b66e3b,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",2,seeded_random,0,4,3,0,1,0.75,0.19921875,0.0078125,853.0,0.8330078125,0.0,0.029475399991497397,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=2; permutation_mode=seeded_random; parity_disclosures_bits=522; bisection_disclosures_bits=203; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=261",a8b77a06b4a8c66b,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"12,6,24,13",3,identity,1,4,0,0,4,0.0,0.19921875,0.078125,854.0,0.833984375,0.0,0.0018791999900713563,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=identity; parity_disclosures_bits=608; bisection_disclosures_bits=118; verification_bits=128; other_disclosures_bits=0; candidate_flips=34; verified_flips=34; total_blocks_checked=304; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.078125",7db1c271a29cbcbd,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",2,seeded_random,0,4,4,0,0,1.0,0.19921875,0.0,1071.0,1.0458984375,0.0,0.026149299985263497,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=2; permutation_mode=seeded_random; parity_disclosures_bits=770; bisection_disclosures_bits=173; verification_bits=128; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=385",eb6b9d5df31d86f8,True,real_ir_success
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,identity,0,4,1,0,3,0.25,0.19921875,0.03515625,1150.0,1.123046875,0.0,0.00220459999400191,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=identity; parity_disclosures_bits=896; bisection_disclosures_bits=126; verification_bits=128; other_disclosures_bits=0; candidate_flips=46; verified_flips=46; total_blocks_checked=448",3126004ba81eb888,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",2,identity,1,4,1,0,3,0.25,0.19921875,0.03515625,1022.0,0.998046875,0.0,0.0020631999941542745,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=2; permutation_mode=identity; parity_disclosures_bits=768; bisection_disclosures_bits=126; verification_bits=128; other_disclosures_bits=0; candidate_flips=46; verified_flips=46; total_blocks_checked=384",3f252f07ce424b12,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,3,0,1,0.75,0.19921875,0.0078125,765.0,0.7470703125,0.0,0.03991730001871474,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=380; bisection_disclosures_bits=257; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=190",7ee822c7f60512c0,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"16,32,64,128",2,seeded_random,1,4,0,0,4,0.0,0.19921875,0.0859375,498.0,0.486328125,0.0,0.019826100004138425,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=2; permutation_mode=seeded_random; parity_disclosures_bits=194; bisection_disclosures_bits=176; verification_bits=128; other_disclosures_bits=0; candidate_flips=41; verified_flips=41; total_blocks_checked=97; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.0859375",681ccb6691fc7891,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"16,32,64,128",4,identity,1,4,0,0,4,0.0,0.19921875,0.10546875,472.0,0.4609375,0.0,0.0034122999932151288,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=240; bisection_disclosures_bits=104; verification_bits=128; other_disclosures_bits=0; candidate_flips=26; verified_flips=26; total_blocks_checked=120; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.10546875",b274fad8603600d1,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"16,32,64,128",4,identity,0,4,0,0,4,0.0,0.19921875,0.10546875,472.0,0.4609375,0.0,0.010057400009827688,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=240; bisection_disclosures_bits=104; verification_bits=128; other_disclosures_bits=0; candidate_flips=26; verified_flips=26; total_blocks_checked=120; status_reason=no_verified_success; success=0/4; raw_ser=0.19921875; post_ir_ser=0.10546875",aeacee9a04c960ac,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"8,4,16,13",2,identity,1,4,0,0,4,0.0,0.1171875,0.0546875,947.0,0.9248046875,0.0,0.0015965000202413648,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=2; permutation_mode=identity; parity_disclosures_bits=768; bisection_disclosures_bits=51; verification_bits=128; other_disclosures_bits=0; candidate_flips=19; verified_flips=19; total_blocks_checked=384; status_reason=no_verified_success; success=0/4; raw_ser=0.1171875; post_ir_ser=0.0546875",3f252f07ce424b12,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,3,0,1,0.75,0.19921875,0.0078125,713.0,0.6962890625,0.0,0.07066490000579506,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=328; bisection_disclosures_bits=257; verification_bits=128; other_disclosures_bits=0; candidate_flips=64; verified_flips=64; total_blocks_checked=164",e41b94e22127bc2a,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"8,4,16,13",3,identity,0,4,0,0,4,0.0,0.1171875,0.0546875,1075.0,1.0498046875,0.0,0.001673899998422712,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=identity; parity_disclosures_bits=896; bisection_disclosures_bits=51; verification_bits=128; other_disclosures_bits=0; candidate_flips=19; verified_flips=19; total_blocks_checked=448; status_reason=no_verified_success; success=0/4; raw_ser=0.1171875; post_ir_ser=0.0546875",3126004ba81eb888,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"8,4,16,13",3,identity,1,4,0,0,4,0.0,0.1171875,0.0546875,1075.0,1.0498046875,0.0,0.0018111999961547554,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=identity; parity_disclosures_bits=896; bisection_disclosures_bits=51; verification_bits=128; other_disclosures_bits=0; candidate_flips=19; verified_flips=19; total_blocks_checked=448; status_reason=no_verified_success; success=0/4; raw_ser=0.1171875; post_ir_ser=0.0546875",980002d4a26462ee,False,verified_failure
real_typeii_20db_d16_bw100_blk0,16,100,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,1,4,2,0,2,0.5,0.19921875,0.015625,756.0,0.73828125,0.0,0.07150819999515079,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=378; bisection_disclosures_bits=250; verification_bits=128; other_disclosures_bits=0; candidate_flips=62; verified_flips=62; total_blocks_checked=189",9b5934726b7a6d94,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"8,4,16,13",2,identity,0,4,0,0,4,0.0,0.1171875,0.0546875,947.0,0.9248046875,0.0,0.0015476999979000539,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=2; permutation_mode=identity; parity_disclosures_bits=768; bisection_disclosures_bits=51; verification_bits=128; other_disclosures_bits=0; candidate_flips=19; verified_flips=19; total_blocks_checked=384; status_reason=no_verified_success; success=0/4; raw_ser=0.1171875; post_ir_ser=0.0546875",a13ee2a8e214a2c1,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"8,4,16,13",4,identity,0,4,0,0,4,0.0,0.1171875,0.0546875,1235.0,1.2060546875,0.0,0.0020305000070948154,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=1056; bisection_disclosures_bits=51; verification_bits=128; other_disclosures_bits=0; candidate_flips=19; verified_flips=19; total_blocks_checked=528; status_reason=no_verified_success; success=0/4; raw_ser=0.1171875; post_ir_ser=0.0546875",de9542c356f237d9,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"8,4,16,13",4,identity,1,4,0,0,4,0.0,0.1171875,0.0546875,1235.0,1.2060546875,0.0,0.0025440999888814986,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=identity; parity_disclosures_bits=1056; bisection_disclosures_bits=51; verification_bits=128; other_disclosures_bits=0; candidate_flips=19; verified_flips=19; total_blocks_checked=528; status_reason=no_verified_success; success=0/4; raw_ser=0.1171875; post_ir_ser=0.0546875",9d564316fde14cb8,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"12,6,24,13",2,identity,0,4,0,0,4,0.0,0.1171875,0.0703125,698.0,0.681640625,0.0,0.0012348000018391758,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=2; permutation_mode=identity; parity_disclosures_bits=520; bisection_disclosures_bits=50; verification_bits=128; other_disclosures_bits=0; candidate_flips=15; verified_flips=15; total_blocks_checked=260; status_reason=no_verified_success; success=0/4; raw_ser=0.1171875; post_ir_ser=0.0703125",979209ff46816fd4,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,4,cascade_lite,no_verified_success,internal_cascade_lite,"12,6,24,13",2,identity,1,4,0,0,4,0.0,0.1171875,0.0703125,698.0,0.681640625,0.0,0.0012916999985463917,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=2; permutation_mode=identity; parity_disclosures_bits=520; bisection_disclosures_bits=50; verification_bits=128; other_disclosures_bits=0; candidate_flips=15; verified_flips=15; total_blocks_checked=260; status_reason=no_verified_success; success=0/4; raw_ser=0.1171875; post_ir_ser=0.0703125",2cca18232a17d99f,False,verified_failure
