dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,failure_reason,unsatisfied_checks_initial,unsatisfied_checks_final,syndrome_weight_initial,syndrome_weight_final,candidate_updates,notes,dimension,bin_width_ps,data_mode,q,frame_cap,decoder,channel_model,check_fraction,row_weight,max_iter,param_hash
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,110.0,1,3.5198999976273626,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,82608820f2d15e61
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.207900019129738,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,128.0,1,2.7979000005871058,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,False,0.046875,0.020833333333333332,0.0625,0.03125,128.0,3,14.362000016262755,candidate_failed_verification,5,0,5,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,False,0.03125,0.015625,0.03125,0.015625,128.0,2,7.152000005589798,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.130400011083111,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,128.0,1,3.376300010131672,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,128.0,3,11.39789997250773,,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,False,0.03125,0.015625,0.03125,0.020833333333333332,128.0,2,9.286099986638874,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.514899999368936,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,70f03ad2a6815ec3
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,128.0,1,2.7455000090412796,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,False,0.046875,0.020833333333333332,0.0625,0.03125,128.0,3,14.57739999750629,candidate_failed_verification,5,0,5,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,False,0.03125,0.015625,0.03125,0.015625,128.0,2,6.775899993954226,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.0339000038802624,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.010416666666666666,0.03125,0.015625,98.0,2,6.394900003215298,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,True,False,0.09375,0.057291666666666664,0.03125,0.020833333333333332,98.0,6,24.92820000043139,candidate_failed_verification,7,0,7,0,6,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,True,0.03125,0.020833333333333332,0.0,0.0,98.0,2,8.747799991397187,,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.03125,0.0625,0.03125,98.0,3,10.688899987144396,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,128.0,1,3.1752000213600695,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,128.0,3,11.300000012852252,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,True,0.03125,0.015625,0.0,0.0,128.0,2,7.228600006783381,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.722300007008016,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,4,20,43d014f94c106833
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.010416666666666666,0.0,0.0,98.0,2,6.65529997786507,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,False,False,0.09375,0.057291666666666664,0.078125,0.046875,98.0,20,23.524400021415204,syndrome_decode_failed,7,1,7,1,4,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,False,0.03125,0.020833333333333332,0.03125,0.015625,98.0,2,8.199900010367855,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,True,0.046875,0.03125,0.0,0.0,98.0,3,12.94919999781996,,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.010416666666666666,0.0,0.0,110.0,2,6.681400001980364,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,True,False,0.09375,0.057291666666666664,0.09375,0.057291666666666664,110.0,6,26.380700001027435,candidate_failed_verification,7,0,7,0,6,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,True,0.03125,0.020833333333333332,0.0,0.0,110.0,2,6.418800010578707,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,True,0.046875,0.03125,0.0,0.0,110.0,3,11.207200004719198,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,e64615372a0de146
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,128.0,1,3.4955000155605376,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,128.0,3,11.57729999977164,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,True,0.03125,0.015625,0.0,0.0,128.0,2,6.838500004960224,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.710300002945587,,3,0,3,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,eb5e714c53e22f14
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,128.0,1,3.539099998306483,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,128.0,3,11.626899999100715,,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,False,0.03125,0.015625,0.03125,0.020833333333333332,128.0,2,10.123299987753853,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.754999994067475,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,128.0,1,3.3651000121608377,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,128.0,3,11.837199999717996,,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,False,0.03125,0.015625,0.03125,0.020833333333333332,128.0,2,10.0809000141453,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.5522999931126833,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.010416666666666666,0.0,0.0,128.0,2,6.87169999582693,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,True,False,0.09375,0.057291666666666664,0.03125,0.010416666666666666,128.0,6,25.255999993532896,candidate_failed_verification,8,0,8,0,6,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,True,0.03125,0.020833333333333332,0.0,0.0,128.0,2,6.7343999980948865,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,True,0.046875,0.03125,0.0,0.0,128.0,3,11.47200001287274,,7,0,7,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,522f89e80edee7a1
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.010416666666666666,0.03125,0.015625,128.0,2,6.346000009216368,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,False,False,0.09375,0.057291666666666664,0.0625,0.03125,128.0,20,31.186599982902408,syndrome_decode_failed,10,1,10,1,6,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,False,0.03125,0.020833333333333332,0.03125,0.026041666666666668,128.0,2,6.542599992826581,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.03125,0.03125,0.015625,128.0,3,11.883500003023073,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.5,3,20,d3ef20759633ed3a
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,128.0,1,2.731100015807897,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,True,0.046875,0.020833333333333332,0.0,0.0,128.0,3,12.501399993197992,,4,0,4,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,2,True,True,0.03125,0.015625,0.0,0.0,128.0,2,6.682500010356307,,4,0,4,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,3,True,True,0.015625,0.010416666666666666,0.0,0.0,128.0,1,2.0466999849304557,,2,0,2,0,1,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.010416666666666666,0.03125,0.015625,128.0,2,6.315000005997717,candidate_failed_verification,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,False,False,0.09375,0.057291666666666664,0.0625,0.03125,128.0,20,31.674900004873052,syndrome_decode_failed,10,1,10,1,6,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,False,0.03125,0.020833333333333332,0.03125,0.026041666666666668,128.0,2,6.6507000010460615,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.03125,0.03125,0.015625,128.0,3,11.28110001445748,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=32,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,4,20,50917cb7c2375b6e
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.010416666666666666,0.0,0.0,98.0,2,6.733599992003292,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,False,False,0.09375,0.057291666666666664,0.078125,0.046875,98.0,20,23.288900003535673,syndrome_decode_failed,7,1,7,1,4,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,False,0.03125,0.020833333333333332,0.03125,0.015625,98.0,2,7.990899990545586,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,True,0.046875,0.03125,0.0,0.0,98.0,3,12.355599988950416,,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,4,20,b2c6fbab915c06c2
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,True,0.03125,0.010416666666666666,0.0,0.0,110.0,2,9.720499976538122,,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,True,False,0.09375,0.057291666666666664,0.03125,0.020833333333333332,110.0,6,26.062199991429225,candidate_failed_verification,10,0,10,0,6,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,True,0.03125,0.020833333333333332,0.0,0.0,110.0,2,6.613400008063763,,3,0,3,0,2,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,True,0.046875,0.03125,0.0,0.0,110.0,3,11.577900004340336,,5,0,5,0,3,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.4,3,20,518343e6f0434a1d
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,0,True,False,0.03125,0.010416666666666666,0.03125,0.015625,98.0,2,6.768399995053187,candidate_failed_verification,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,1,True,False,0.09375,0.057291666666666664,0.03125,0.020833333333333332,98.0,6,24.951100000180304,candidate_failed_verification,7,0,7,0,6,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,2,True,True,0.03125,0.020833333333333332,0.0,0.0,98.0,2,8.293399994727224,,2,0,2,0,2,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q8_ser0p03_flen64,qldpc_reference,3,True,False,0.046875,0.03125,0.0625,0.03125,98.0,3,11.21720002265647,candidate_failed_verification,3,0,3,0,3,channel_model=qary_symmetric; syndrome_symbols=22,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,0b962a07318c87cc
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,0,True,True,0.015625,0.005208333333333333,0.0,0.0,110.0,1,3.1575000029988587,,1,0,1,0,1,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
qldpc_synth_q8_ser0p01_flen64,qldpc_reference,1,True,False,0.046875,0.020833333333333332,0.03125,0.010416666666666666,110.0,3,11.078199982875958,candidate_failed_verification,6,0,6,0,3,channel_model=qary_symmetric; syndrome_symbols=26,8,,synthetic,8,4,qary_hard_syndrome_bf,qary_symmetric,0.33,3,20,ec3c47203d968697
