dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,passes_used,total_blocks_checked,parity_disclosures_bits,bisection_disclosures_bits,verification_bits,other_disclosures_bits,candidate_flips,verified_flips,block_size_schedule,num_passes,notes,dimension,bin_width_ps,data_mode,frame_cap,permutation_mode,seed,param_hash
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.03125,0.0078125,195.0,33,6.390499998815358,2,65,130,33,32,0,9,9,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,624abde0af86ab7f
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.03125,0.0078125,208.0,46,0.621499988483265,2,65,130,46,32,0,14,14,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,624abde0af86ab7f
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.15625,0.0625,116.0,36,0.36700000055134296,2,24,48,36,32,0,9,9,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,b97861b5bfb007df
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.046875,0.03125,104.0,24,0.25270000332966447,2,24,48,24,32,0,6,6,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,b97861b5bfb007df
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.09375,0.0234375,100.0,20,0.20969999604858458,2,24,48,20,32,0,5,5,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,b97861b5bfb007df
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,104.0,24,0.22840002202428877,2,24,48,24,32,0,6,6,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,b97861b5bfb007df
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.078125,0.0390625,267.0,43,0.8769999840296805,2,96,192,43,32,0,15,15,"8,4,16,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,a13ee2a8e214a2c1
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,248.0,24,0.4317999992053956,2,96,192,24,32,0,8,8,"8,4,16,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,a13ee2a8e214a2c1
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,253.0,29,0.4726999904960394,2,96,192,29,32,0,11,11,"8,4,16,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,a13ee2a8e214a2c1
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.03125,0.015625,254.0,30,0.7140999950934201,2,96,192,30,32,0,12,12,"8,4,16,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,a13ee2a8e214a2c1
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.109375,0.0390625,160.0,68,0.6361000123433769,3,30,60,68,32,0,15,15,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0078125,142.0,54,0.4935000033583492,3,28,56,54,32,0,12,12,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,140.0,50,1.1242000036872923,3,29,58,50,32,0,11,11,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,True,0.21875,0.0625,0.0,0.0,162.0,70,5.00040000770241,3,30,60,70,32,0,16,16,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.078125,0.0390625,299.0,43,0.753700005589053,3,112,224,43,32,0,15,15,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,980002d4a26462ee
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,280.0,24,0.47149998135864735,3,112,224,24,32,0,8,8,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,980002d4a26462ee
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,285.0,29,0.5002999969292432,3,112,224,29,32,0,11,11,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,980002d4a26462ee
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.03125,0.015625,286.0,30,0.525799987372011,3,112,224,30,32,0,12,12,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,980002d4a26462ee
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.125,0.0546875,223.0,39,0.5326999817043543,3,76,152,39,32,0,11,11,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,d6871fb94730b51d
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,213.0,29,0.4068999842274934,3,76,152,29,32,0,8,8,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,d6871fb94730b51d
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.03125,0.0078125,214.0,30,0.40869999793358147,3,76,152,30,32,0,9,9,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,d6871fb94730b51d
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,204.0,20,0.3440000000409782,3,76,152,20,32,0,6,6,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,d6871fb94730b51d
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,True,0.265625,0.09765625,0.0,0.0,322.0,64,1.2802999990526587,3,113,226,64,32,0,25,25,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,292.0,36,1.9356999837327749,3,112,224,36,32,0,14,14,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,285.0,29,10.460000019520521,3,112,224,29,32,0,11,11,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,True,0.21875,0.0625,0.0,0.0,300.0,44,12.884800002211705,3,112,224,44,32,0,16,16,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,True,0.265625,0.09765625,0.0,0.0,362.0,64,12.914399994770065,4,133,266,64,32,0,25,25,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,06922f5b1549a72b
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,268.0,44,13.48250001319684,4,96,192,44,32,0,14,14,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,06922f5b1549a72b
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,266.0,42,21.628999995300546,4,96,192,42,32,0,11,11,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,06922f5b1549a72b
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.03125,0.0078125,160.0,66,11.422000010497868,4,31,62,66,32,0,14,14,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,06922f5b1549a72b
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.125,0.0546875,201.0,39,0.49950001994147897,2,65,130,39,32,0,11,11,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,979209ff46816fd4
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,191.0,29,0.38430001586675644,2,65,130,29,32,0,8,8,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,979209ff46816fd4
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.03125,0.0078125,192.0,30,0.4386999935377389,2,65,130,30,32,0,9,9,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,979209ff46816fd4
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,182.0,20,0.36860001273453236,2,65,130,20,32,0,6,6,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,979209ff46816fd4
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.125,0.0546875,201.0,39,0.4938000056426972,2,65,130,39,32,0,11,11,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,2cca18232a17d99f
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,191.0,29,0.36040000850334764,2,65,130,29,32,0,8,8,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,2cca18232a17d99f
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.03125,0.0078125,192.0,30,0.3690000157803297,2,65,130,30,32,0,9,9,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,2cca18232a17d99f
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,182.0,20,0.307999987853691,2,65,130,20,32,0,6,6,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,2cca18232a17d99f
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.078125,0.0390625,339.0,43,0.7236000092234462,4,132,264,43,32,0,15,15,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,de9542c356f237d9
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,320.0,24,0.9174000006169081,4,132,264,24,32,0,8,8,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,de9542c356f237d9
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,325.0,29,0.717900024028495,4,132,264,29,32,0,11,11,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,de9542c356f237d9
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.03125,0.015625,326.0,30,0.7577000069431961,4,132,264,30,32,0,12,12,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,de9542c356f237d9
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.15625,0.0625,124.0,36,0.368500011973083,3,28,56,36,32,0,9,9,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,4e9da68e0f171e1f
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.046875,0.03125,112.0,24,0.25060001644305885,3,28,56,24,32,0,6,6,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,4e9da68e0f171e1f
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.09375,0.0234375,108.0,20,0.22029998945072293,3,28,56,20,32,0,5,5,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,4e9da68e0f171e1f
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,112.0,24,0.23889998556114733,3,28,56,24,32,0,6,6,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,4e9da68e0f171e1f
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,True,0.265625,0.09765625,0.0,0.0,322.0,64,9.411700011696666,3,113,226,64,32,0,25,25,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,8c14481b3b13ba97
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,292.0,36,12.20710002235137,3,112,224,36,32,0,14,14,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,8c14481b3b13ba97
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,226.0,42,3.5675000108312815,3,76,152,42,32,0,11,11,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,8c14481b3b13ba97
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,True,0.21875,0.0625,0.0,0.0,239.0,55,16.14200000767596,3,76,152,55,32,0,16,16,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,8c14481b3b13ba97
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.15625,0.0625,124.0,36,0.3525000065565109,3,28,56,36,32,0,9,9,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,12e60a79b80aac28
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.046875,0.03125,112.0,24,0.2584999892860651,3,28,56,24,32,0,6,6,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,12e60a79b80aac28
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.09375,0.0234375,108.0,20,0.21880000713281333,3,28,56,20,32,0,5,5,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,12e60a79b80aac28
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,112.0,24,0.2348999842070043,3,28,56,24,32,0,6,6,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,12e60a79b80aac28
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.078125,0.0390625,339.0,43,0.732100015738979,4,132,264,43,32,0,15,15,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,9d564316fde14cb8
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,320.0,24,0.5138999840710312,4,132,264,24,32,0,8,8,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,9d564316fde14cb8
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,325.0,29,0.5599000141955912,4,132,264,29,32,0,11,11,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,9d564316fde14cb8
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.03125,0.015625,326.0,30,0.575200014282018,4,132,264,30,32,0,12,12,"8,4,16,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,9d564316fde14cb8
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.140625,0.046875,140.0,56,0.6207999831531197,2,26,52,56,32,0,13,13,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,dd7816676bf6e07b
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.046875,0.015625,122.0,42,3.1436999852303416,2,24,48,42,32,0,10,10,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,dd7816676bf6e07b
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.015625,0.00390625,126.0,44,3.4035999851766974,2,25,50,44,32,0,10,10,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,dd7816676bf6e07b
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.015625,0.00390625,146.0,64,11.652599991066381,2,25,50,64,32,0,15,15,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,dd7816676bf6e07b
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.09375,0.046875,271.0,47,0.6141999911051244,4,96,192,47,32,0,13,13,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,2faaaa245957cec2
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,253.0,29,0.43899999582208693,4,96,192,29,32,0,8,8,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,2faaaa245957cec2
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.03125,0.0078125,254.0,30,0.4487000114750117,4,96,192,30,32,0,9,9,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,2faaaa245957cec2
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,244.0,20,0.3930999955628067,4,96,192,20,32,0,6,6,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,2faaaa245957cec2
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,True,0.265625,0.09765625,0.0,0.0,264.0,76,8.965899993199855,3,78,156,76,32,0,25,25,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,8423d62fa77f89d5
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,228.0,44,8.860699977958575,3,76,152,44,32,0,14,14,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,8423d62fa77f89d5
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.03125,0.0078125,126.0,38,2.506699995137751,3,28,56,38,32,0,9,9,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,8423d62fa77f89d5
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.0625,0.015625,142.0,54,7.5600999989546835,3,28,56,54,32,0,12,12,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,1,8423d62fa77f89d5
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.09375,0.046875,271.0,47,0.6196000031195581,4,96,192,47,32,0,13,13,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,e94e37ca4f54ec26
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,253.0,29,0.443900004029274,4,96,192,29,32,0,8,8,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,e94e37ca4f54ec26
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.03125,0.0078125,254.0,30,0.4453000146895647,4,96,192,30,32,0,9,9,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,e94e37ca4f54ec26
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,244.0,20,0.38949999725446105,4,96,192,20,32,0,6,6,"12,6,24,13",4,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,e94e37ca4f54ec26
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.15625,0.0625,116.0,36,0.4020000051241368,2,24,48,36,32,0,9,9,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,7f633f44f9b66e3b
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.046875,0.03125,104.0,24,0.24759999359957874,2,24,48,24,32,0,6,6,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,7f633f44f9b66e3b
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.09375,0.0234375,100.0,20,0.21009999909438193,2,24,48,20,32,0,5,5,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,7f633f44f9b66e3b
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,104.0,24,0.22449999232776463,2,24,48,24,32,0,6,6,"16,32,64,128",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,0,7f633f44f9b66e3b
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.03125,0.0078125,237.0,73,11.556899989955127,2,66,132,73,32,0,23,23,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,a8b77a06b4a8c66b
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,True,0.140625,0.0546875,0.0,0.0,206.0,44,3.078599984291941,2,65,130,44,32,0,14,14,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,a8b77a06b4a8c66b
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,True,0.171875,0.04296875,0.0,0.0,198.0,36,4.585200018482283,2,65,130,36,32,0,11,11,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,a8b77a06b4a8c66b
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,True,0.21875,0.0625,0.0,0.0,212.0,50,10.229900013655424,2,65,130,50,32,0,16,16,"12,6,24,13",2,leakage_accounting=exact_internal_transcript,16,100,real_data,4,seeded_random,0,a8b77a06b4a8c66b
real_typeii_20db_d16_bw100_blk0,cascade_lite,0,True,False,0.265625,0.09765625,0.125,0.0546875,223.0,39,0.5407999851740897,3,76,152,39,32,0,11,11,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,7db1c271a29cbcbd
real_typeii_20db_d16_bw100_blk0,cascade_lite,1,True,False,0.140625,0.0546875,0.03125,0.0234375,213.0,29,0.4172000044491142,3,76,152,29,32,0,8,8,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,7db1c271a29cbcbd
real_typeii_20db_d16_bw100_blk0,cascade_lite,2,True,False,0.171875,0.04296875,0.03125,0.0078125,214.0,30,0.4288000054657459,3,76,152,30,32,0,9,9,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,7db1c271a29cbcbd
real_typeii_20db_d16_bw100_blk0,cascade_lite,3,True,False,0.21875,0.0625,0.125,0.0390625,204.0,20,0.47350002569146454,3,76,152,20,32,0,6,6,"12,6,24,13",3,leakage_accounting=exact_internal_transcript,16,100,real_data,4,identity,1,7db1c271a29cbcbd
