source_tag,frame_id,raw_ser,status,reason,iterations,exact_correct
type2_1p5M_20260121_183806,744,0.22265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,745,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,746,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,747,0.28515625,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,748,0.21484375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,749,0.25390625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,750,0.24609375,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,751,0.29296875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,752,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,753,0.29296875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,754,0.25,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,755,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,756,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,757,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,758,0.22265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,759,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,760,0.21875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,761,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,762,0.30078125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,763,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,764,0.265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,765,0.21875,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,766,0.26953125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,767,0.25,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,768,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,769,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,770,0.27734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,771,0.265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,772,0.22265625,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,773,0.22265625,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,774,0.28515625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,775,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,776,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,777,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,778,0.23828125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,779,0.26171875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,780,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,781,0.2578125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,782,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,783,0.28125,syndrome_consistent,exact_correct,9,True
type2_1p5M_20260121_183806,784,0.2109375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,785,0.2578125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,786,0.21875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,787,0.29296875,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,788,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,789,0.2890625,syndrome_consistent,exact_correct,10,True
type2_1p5M_20260121_183806,790,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,791,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,792,0.21875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,793,0.23046875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,794,0.28515625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,795,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,796,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,797,0.3125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,798,0.25390625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,799,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,800,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,801,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,802,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,803,0.2890625,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,804,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,805,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,806,0.265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,807,0.23046875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,808,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,809,0.265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,810,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,811,0.2421875,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,812,0.25390625,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,813,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,814,0.2578125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,815,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,816,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,817,0.29296875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,818,0.3125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,819,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,820,0.3046875,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,821,0.21484375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,822,0.20703125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,823,0.22265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,824,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,825,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,826,0.2578125,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,827,0.21875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,828,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,829,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,830,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,831,0.265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,832,0.30859375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,833,0.2265625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,834,0.265625,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,835,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,836,0.234375,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,837,0.2421875,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,838,0.23828125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,839,0.3125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,840,0.2578125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,841,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,842,0.29296875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,843,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,844,0.265625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,845,0.26171875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,846,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,847,0.24609375,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,848,0.296875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,849,0.26953125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,850,0.26953125,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,851,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,852,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,853,0.24609375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,854,0.23046875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,855,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,856,0.22265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,857,0.27734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,858,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,859,0.26171875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,860,0.26171875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,861,0.28125,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,862,0.2578125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,863,0.32421875,syndrome_consistent,exact_correct,15,True
type2_1p5M_20260121_183806,864,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,865,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,866,0.2578125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,867,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,868,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,869,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,870,0.27734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,871,0.2890625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,872,0.27734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,873,0.19921875,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,874,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,875,0.265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,876,0.2734375,syndrome_consistent,exact_correct,9,True
type2_1p5M_20260121_183806,877,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,878,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,879,0.28515625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,880,0.24609375,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,881,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,882,0.24609375,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,883,0.27734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,884,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,885,0.2578125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,886,0.27734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,887,0.25390625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,888,0.21875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,889,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,890,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,891,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,892,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,893,0.22265625,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,894,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,895,0.296875,syndrome_consistent,exact_correct,20,True
type2_1p5M_20260121_183806,896,0.296875,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,897,0.26171875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,898,0.26953125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,899,0.265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,900,0.27734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,901,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,902,0.30078125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,903,0.30078125,syndrome_consistent,exact_correct,10,True
type2_1p5M_20260121_183806,904,0.29296875,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,905,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,906,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,907,0.21484375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,908,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,909,0.203125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,910,0.25390625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,911,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,912,0.203125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,913,0.24609375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,914,0.30859375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,915,0.28515625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,916,0.24609375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,917,0.27734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,918,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,919,0.265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,920,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,921,0.2109375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,922,0.2265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,923,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,924,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,925,0.27734375,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,926,0.21484375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,927,0.30859375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,928,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,929,0.23828125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,930,0.26953125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,931,0.29296875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,932,0.30078125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,933,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,934,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,935,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,936,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,937,0.3046875,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,938,0.234375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,939,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,940,0.2890625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,941,0.296875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,942,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,943,0.29296875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,944,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,945,0.23828125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,946,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,947,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,948,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,949,0.28515625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,950,0.20703125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,951,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,952,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,953,0.23828125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,954,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,955,0.21484375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,956,0.23828125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,957,0.20703125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,958,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,959,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,960,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,961,0.296875,decode_failed,iteration_limit,100,False
type2_1p5M_20260121_183806,962,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,963,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,964,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,965,0.23046875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,966,0.2890625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,967,0.21484375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,968,0.23046875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,969,0.26953125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,970,0.2890625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,971,0.2578125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,972,0.234375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,973,0.20703125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,974,0.24609375,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,975,0.23828125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,976,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,977,0.2734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,978,0.21875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,979,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,980,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,981,0.2734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,982,0.2890625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,983,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,984,0.2734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,985,0.26953125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,986,0.21875,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,987,0.2109375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,988,0.23828125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,989,0.27734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,990,0.2734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,991,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,992,0.23046875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,993,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,994,0.2734375,syndrome_consistent,exact_correct,10,True
type2_1p5M_20260121_183806,995,0.2890625,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,996,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,997,0.2734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,998,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,999,0.23046875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1000,0.296875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1001,0.2578125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1002,0.28125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1003,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1004,0.25390625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1005,0.28125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1006,0.21875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1007,0.265625,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1008,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1009,0.26171875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1010,0.24609375,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,1011,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1012,0.296875,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,1013,0.265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1014,0.26953125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1015,0.2265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1016,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1017,0.2578125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1018,0.29296875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1019,0.27734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1020,0.2109375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1021,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1022,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1023,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1024,0.26171875,syndrome_consistent,exact_correct,6,True
