dataset_id,dimension,bin_width_ps,frame_cap,frames_used_actual,method,method_status,backend_status,block_size_schedule,num_passes,permutation_mode,seed,n_frames_attempted,n_frames_success,n_frames_failed_decode,n_frames_failed_verify,accepted_frame_fraction,raw_ser,post_ir_ser,leak_EC_actual_bits,leak_EC_per_input_bit,beta_eff_empirical,runtime_s,notes,param_hash,real_ir_success,success_classification
real_typeii_20db_d16_bw100_blk0,16,100,4,1,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,1,1,0,0,1.0,0.19921875,0.0,1008.0,0.984375,0.0,0.10717430000659078,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=766; bisection_disclosures_bits=210; verification_bits=32; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=383",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d1024_bw180_blk0,1024,180,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,4,1,0,3,0.25,0.2578125,0.005859375,3519.0,0.34365234375,0.0,0.39380430002347566,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=2246; bisection_disclosures_bits=1145; verification_bits=128; other_disclosures_bits=0; candidate_flips=258; verified_flips=258; total_blocks_checked=1123",7bb66119b31ce8cd,False,verified_failure
real_typeii_20db_d1024_bw180_blk0,1024,180,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,4,0,0,1.0,0.2578125,0.0,8593.0,0.83916015625,0.0,0.34771050000563264,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=7562; bisection_disclosures_bits=903; verification_bits=128; other_disclosures_bits=0; candidate_flips=264; verified_flips=264; total_blocks_checked=3781",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d16_bw100_blk0,16,100,4,1,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,1,1,0,0,1.0,0.19921875,0.0,850.0,0.830078125,0.0,0.12995640002191067,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=608; bisection_disclosures_bits=210; verification_bits=32; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=304",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,1,cascade_lite,no_verified_success,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,1,0,0,1,0.0,0.1171875,0.0078125,786.0,0.767578125,0.0,0.023112700000638142,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=606; bisection_disclosures_bits=148; verification_bits=32; other_disclosures_bits=0; candidate_flips=45; verified_flips=45; total_blocks_checked=303; status_reason=no_verified_success; success=0/1; raw_ser=0.1171875; post_ir_ser=0.0078125",e41b94e22127bc2a,False,verified_failure
real_typeii_20db_d16_bw180_blk0,16,180,4,1,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,1,1,0,0,1.0,0.1171875,0.0,1211.0,1.1826171875,0.0,0.06282849999843165,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1054; bisection_disclosures_bits=125; verification_bits=32; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=527",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d16_bw100_blk0,16,100,4,1,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,1,1,0,0,1.0,0.19921875,0.0,1255.0,1.2255859375,0.0,0.07996010000351816,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1056; bisection_disclosures_bits=167; verification_bits=32; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=528",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,1,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,0,1,1,0,0,1.0,0.1171875,0.0,1053.0,1.0283203125,0.0,0.04649239999707788,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=896; bisection_disclosures_bits=125; verification_bits=32; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=448",1cdb1b55b06d0718,True,real_ir_success
real_typeii_20db_d16_bw100_blk0,16,100,4,1,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,0,1,1,0,0,1.0,0.19921875,0.0,1097.0,1.0712890625,0.0,0.13626599998679012,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=898; bisection_disclosures_bits=167; verification_bits=32; other_disclosures_bits=0; candidate_flips=66; verified_flips=66; total_blocks_checked=449",1cdb1b55b06d0718,True,real_ir_success
real_typeii_20db_d1024_bw180_blk0,1024,180,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,4,4,0,0,1.0,0.2578125,0.0,11411.0,1.11435546875,0.0,0.4039226000022609,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=10538; bisection_disclosures_bits=745; verification_bits=128; other_disclosures_bits=0; candidate_flips=264; verified_flips=264; total_blocks_checked=5269",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,1,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,1,1,0,0,1.0,0.1171875,0.0,1211.0,1.1826171875,0.0,0.0701485000026878,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1054; bisection_disclosures_bits=125; verification_bits=32; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=527",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,1,cascade_lite,no_verified_success,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,1,0,0,1,0.0,0.23828125,0.02734375,554.0,0.541015625,0.0,0.0613827999914065,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=242; bisection_disclosures_bits=280; verification_bits=32; other_disclosures_bits=0; candidate_flips=61; verified_flips=61; total_blocks_checked=121; status_reason=no_verified_success; success=0/1; raw_ser=0.23828125; post_ir_ser=0.02734375",7bb66119b31ce8cd,False,verified_failure
real_typeii_20db_d16_bw60_blk0,16,60,4,1,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,1,1,0,0,1.0,0.23828125,0.0,1272.0,1.2421875,0.0,0.07585279998602346,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1058; bisection_disclosures_bits=182; verification_bits=32; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=529",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d1024_bw180_blk0,1024,180,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,4,0,0,1.0,0.2578125,0.0,7017.0,0.68525390625,0.0,0.4735441000084393,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=5986; bisection_disclosures_bits=903; verification_bits=128; other_disclosures_bits=0; candidate_flips=264; verified_flips=264; total_blocks_checked=2993",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,1,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,1,1,0,0,1.0,0.23828125,0.0,1272.0,1.2421875,0.0,0.06569139999919571,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1058; bisection_disclosures_bits=182; verification_bits=32; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=529",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,4,4,0,0,1.0,0.25,0.0,3638.0,0.3552734375,0.0,0.43142809998244047,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=2414; bisection_disclosures_bits=1096; verification_bits=128; other_disclosures_bits=0; candidate_flips=256; verified_flips=256; total_blocks_checked=1207",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d1024_bw180_blk0,1024,180,4,4,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,4,4,0,0,1.0,0.2578125,0.0,3721.0,0.36337890625,0.0,0.45364329998847097,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[16, 32, 64, 128]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=2406; bisection_disclosures_bits=1187; verification_bits=128; other_disclosures_bits=0; candidate_flips=264; verified_flips=264; total_blocks_checked=1203",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,1,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,1,1,0,0,1.0,0.23828125,0.0,1114.0,1.087890625,0.0,0.08027070001116954,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=900; bisection_disclosures_bits=182; verification_bits=32; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=450",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,1,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,1,1,0,0,1.0,0.1171875,0.0,1053.0,1.0283203125,0.0,0.16842269999324344,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=896; bisection_disclosures_bits=125; verification_bits=32; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=448",7bb66119b31ce8cd,True,real_ir_success
real_typeii_20db_d32_bw180_blk0,32,180,4,1,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,1,1,0,0,1.0,0.16796875,0.0,1109.0,0.86640625,0.0,0.05710880001424812,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=762; bisection_disclosures_bits=315; verification_bits=32; other_disclosures_bits=0; candidate_flips=96; verified_flips=96; total_blocks_checked=381",7bb66119b31ce8cd,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,4,4,0,0,1.0,0.25,0.0,6991.0,0.68271484375,0.0,0.44281139998929575,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=5992; bisection_disclosures_bits=871; verification_bits=128; other_disclosures_bits=0; candidate_flips=256; verified_flips=256; total_blocks_checked=2996",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d16_bw180_blk0,16,180,4,1,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,1,1,0,0,1.0,0.1171875,0.0,1211.0,1.1826171875,0.0,0.1629010000033304,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1054; bisection_disclosures_bits=125; verification_bits=32; other_disclosures_bits=0; candidate_flips=47; verified_flips=47; total_blocks_checked=527",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d32_bw100_blk0,32,100,4,1,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,1,1,0,0,1.0,0.23046875,0.0,1584.0,1.2375,0.0,0.10765959997661412,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1318; bisection_disclosures_bits=234; verification_bits=32; other_disclosures_bits=0; candidate_flips=90; verified_flips=90; total_blocks_checked=659",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,4,4,0,0,1.0,0.25,0.0,11399.0,1.11318359375,0.0,0.38722850001067854,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=10542; bisection_disclosures_bits=729; verification_bits=128; other_disclosures_bits=0; candidate_flips=256; verified_flips=256; total_blocks_checked=5271",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d32_bw100_blk0,32,100,4,1,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",3,seeded_random,0,1,1,0,0,1.0,0.23046875,0.0,1386.0,1.0828125,0.0,0.13172139998641796,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=1120; bisection_disclosures_bits=234; verification_bits=32; other_disclosures_bits=0; candidate_flips=90; verified_flips=90; total_blocks_checked=560",7bb66119b31ce8cd,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,0,4,4,0,0,1.0,0.25,0.0,9823.0,0.95927734375,0.0,0.3697010999894701,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=8966; bisection_disclosures_bits=729; verification_bits=128; other_disclosures_bits=0; candidate_flips=256; verified_flips=256; total_blocks_checked=4483",1cdb1b55b06d0718,True,real_ir_success
real_typeii_20db_d32_bw100_blk0,32,100,4,1,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,1,1,0,0,1.0,0.23046875,0.0,1584.0,1.2375,0.0,0.1114571999933105,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1318; bisection_disclosures_bits=234; verification_bits=32; other_disclosures_bits=0; candidate_flips=90; verified_flips=90; total_blocks_checked=659",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,1,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",3,seeded_random,0,1,1,0,0,1.0,0.23828125,0.0,1114.0,1.087890625,0.0,0.1911680999910459,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=900; bisection_disclosures_bits=182; verification_bits=32; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=450",1cdb1b55b06d0718,True,real_ir_success
real_typeii_20db_d32_bw100_blk0,32,100,4,1,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,1,1,0,0,1.0,0.23046875,0.0,1386.0,1.0828125,0.0,0.1253951999824494,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=1120; bisection_disclosures_bits=234; verification_bits=32; other_disclosures_bits=0; candidate_flips=90; verified_flips=90; total_blocks_checked=560",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d32_bw100_blk0,32,100,4,1,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,1,1,0,0,1.0,0.23046875,0.0,1584.0,1.2375,0.0,0.14828829999896698,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1318; bisection_disclosures_bits=234; verification_bits=32; other_disclosures_bits=0; candidate_flips=90; verified_flips=90; total_blocks_checked=659",7ee822c7f60512c0,True,real_ir_success
real_typeii_20db_d32_bw180_blk0,32,180,4,1,cascade_lite,ok,internal_cascade_lite,"16,32,64,128",4,seeded_random,0,1,1,0,0,1.0,0.16796875,0.0,1307.0,1.02109375,0.0,0.13649219999206252,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=960; bisection_disclosures_bits=315; verification_bits=32; other_disclosures_bits=0; candidate_flips=96; verified_flips=96; total_blocks_checked=480",3ddb0e813f8c9fa7,True,real_ir_success
real_typeii_20db_d32_bw180_blk0,32,180,4,1,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",3,seeded_random,0,1,1,0,0,1.0,0.16796875,0.0,1109.0,0.86640625,0.0,0.13834390000556596,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=3; permutation_mode=seeded_random; parity_disclosures_bits=762; bisection_disclosures_bits=315; verification_bits=32; other_disclosures_bits=0; candidate_flips=96; verified_flips=96; total_blocks_checked=381",e41b94e22127bc2a,True,real_ir_success
real_typeii_20db_d16_bw60_blk0,16,60,4,1,cascade_lite,ok,internal_cascade_lite,"8,4,16,13",4,seeded_random,0,1,1,0,0,1.0,0.23828125,0.0,1272.0,1.2421875,0.0,0.22240170001168735,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[8, 4, 16, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=1058; bisection_disclosures_bits=182; verification_bits=32; other_disclosures_bits=0; candidate_flips=68; verified_flips=68; total_blocks_checked=529",d8c9e97fcf2fa52f,True,real_ir_success
real_typeii_20db_d1024_bw200_blk0,1024,200,4,4,cascade_lite,ok,internal_cascade_lite,"12,6,24,13",4,seeded_random,0,4,4,0,0,1.0,0.25,0.0,8567.0,0.83662109375,0.0,0.5742818000144325,"internal_cascade_lite simplified multi-pass parity/bisection baseline; leakage_accounting=exact_internal_transcript; mapping=gray; block_size_schedule=[12, 6, 24, 13]; num_passes=4; permutation_mode=seeded_random; parity_disclosures_bits=7568; bisection_disclosures_bits=871; verification_bits=128; other_disclosures_bits=0; candidate_flips=256; verified_flips=256; total_blocks_checked=3784",7ee822c7f60512c0,True,real_ir_success
