call_id,source,block_seed,arm,pass_index,used_inc1,used_inc2,matrix_id,joint,h1_matrix_id,frame_ids,held_out_ordinal_start,held_out_ordinal_end,pairs_count,sampling_mode,max_iter,damping_alpha,errors_initial,errors_final,exact_l2,exact_u1,exact_full,syndrome_ok_l2,syndrome_ok_l1,wrong_codeword_l2,wrong_codeword_l1,target_tag,candidate_tag,tag_ok,tag_scope,reclassified,iterations_l1,iterations_l2,bp_posterior_entropy,mean_abs_diff_q_p,leak_total,leak_stage1,leak_stage2,status,runtime_s
C027,1p5M,395101,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2217,2218,2219,2220",4,7,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,254,95,False,True,False,False,True,False,False,398bba684ad0851b,4d9dcaedcbcf53da,False,l2_only,decoder_non_syndrome_failure,1,90,0.004772979271417,0.0006313892784355256,1094,1134,1174,converged_no_syndrome,5.474456899988581
C028,1p5M,395101,stage1,2,True,False,lane_c_1p5M_s383202+h_inc1,True,V31-H1-QC-16×1024,"2217,2218,2219,2220",4,7,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,254,98,False,True,False,False,True,False,False,398bba684ad0851b,814029f1135bda57,False,l2_only,decoder_non_syndrome_failure,1,90,0.004772979271417,0.0006313892784355256,1134,1134,1174,converged_no_syndrome,5.693015400000149
C029,1p5M,395101,stage2,3,True,True,lane_c_1p5M_s383202+h_inc1+h_inc2,True,V31-H1-QC-16×1024,"2217,2218,2219,2220",4,7,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,254,0,True,True,True,True,True,False,False,398bba684ad0851b,398bba684ad0851b,True,l2_only,exact,1,7,0.004772979271417,0.0006313892784355256,1174,1134,1174,converged_exact,0.46898950000468176
C030,1p5M,395102,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2280,2281,2282,2283",67,70,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,269,185,False,True,False,False,True,False,False,536489ea50537952,ba681f2aae2da715,False,l2_only,decoder_non_syndrome_failure,2,90,1.1861550367480962e-05,0.0009813700581704108,1094,1134,1174,converged_no_syndrome,5.476758799995878
C031,1p5M,395102,stage1,2,True,False,lane_c_1p5M_s383202+h_inc1,True,V31-H1-QC-16×1024,"2280,2281,2282,2283",67,70,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,269,0,True,True,True,True,True,False,False,536489ea50537952,536489ea50537952,True,l2_only,exact,2,26,1.1861550367480962e-05,0.0009813700581704108,1134,1134,1174,converged_exact,1.6271017999970354
C032,1p5M,395103,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2357,2358,2359,2360",144,147,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,240,0,True,True,True,True,True,False,False,64f75f2c2992f71d,64f75f2c2992f71d,True,l2_only,exact,1,6,3.687679456825487e-05,0.0007155549756885862,1094,1134,1174,converged_exact,0.3553695000009611
C033,1p5M,395104,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2424,2425,2426,2427",211,214,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,253,0,True,True,True,True,True,False,False,19392d11cdacf03b,19392d11cdacf03b,True,l2_only,exact,1,8,0.001937727161305762,0.0008286668482951915,1094,1134,1174,converged_exact,0.48401499999454245
C034,1p5M,395105,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2455,2456,2457,2458",242,245,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,280,187,False,True,False,False,True,False,False,268d5e1581bbf889,fa7a80f1306207ef,False,l2_only,decoder_non_syndrome_failure,2,90,1.5604990725731978e-10,0.0007270898001516262,1094,1134,1174,converged_no_syndrome,5.547948199993698
C035,1p5M,395105,stage1,2,True,False,lane_c_1p5M_s383202+h_inc1,True,V31-H1-QC-16×1024,"2455,2456,2457,2458",242,245,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,280,65,False,True,False,False,True,False,False,268d5e1581bbf889,92702933ebe25481,False,l2_only,decoder_non_syndrome_failure,2,90,1.5604990725731978e-10,0.0007270898001516262,1134,1134,1174,converged_no_syndrome,5.721972499988624
C036,1p5M,395105,stage2,3,True,True,lane_c_1p5M_s383202+h_inc1+h_inc2,True,V31-H1-QC-16×1024,"2455,2456,2457,2458",242,245,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,280,0,True,True,True,True,True,False,False,268d5e1581bbf889,268d5e1581bbf889,True,l2_only,exact,2,82,1.5604990725731978e-10,0.0007270898001516262,1174,1134,1174,converged_exact,5.418198999992455
C037,1p5M,395106,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2481,2482,2483,2484",268,271,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,271,104,False,True,False,False,True,False,False,e6f2641914ea033a,89c368149f676095,False,l2_only,decoder_non_syndrome_failure,1,90,0.001237176991292958,0.0006741384412789779,1094,1134,1174,converged_no_syndrome,5.340913499996532
C038,1p5M,395106,stage1,2,True,False,lane_c_1p5M_s383202+h_inc1,True,V31-H1-QC-16×1024,"2481,2482,2483,2484",268,271,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,271,71,False,True,False,False,True,False,False,e6f2641914ea033a,97de22f256ad1e78,False,l2_only,decoder_non_syndrome_failure,1,90,0.001237176991292958,0.0006741384412789779,1134,1134,1174,converged_no_syndrome,5.628049499995541
C039,1p5M,395106,stage2,3,True,True,lane_c_1p5M_s383202+h_inc1+h_inc2,True,V31-H1-QC-16×1024,"2481,2482,2483,2484",268,271,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,271,0,True,True,True,True,True,False,False,e6f2641914ea033a,e6f2641914ea033a,True,l2_only,exact,1,13,0.001237176991292958,0.0006741384412789779,1174,1134,1174,converged_exact,0.838905500000692
C040,1p5M,395107,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2514,2515,2516,2517",301,304,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,283,0,True,True,True,True,True,False,False,95799b8c3b6f7640,95799b8c3b6f7640,True,l2_only,exact,3,58,0.0002361743156866963,0.0010515822336473058,1094,1134,1174,converged_exact,3.4676341000013053
C041,1p5M,395108,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2547,2548,2549,2550",334,337,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,277,0,True,True,True,True,True,False,False,1b14d15efc0f42a0,1b14d15efc0f42a0,True,l2_only,exact,1,17,0.0014248630706082896,0.0007078135039759719,1094,1134,1174,converged_exact,1.0220051000069361
C042,1p5M,395109,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2580,2581,2582,2583",367,370,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,232,0,True,True,True,True,True,False,False,ff271c52f92f4afd,ff271c52f92f4afd,True,l2_only,exact,1,5,0.013817961197304385,0.0008744972813224986,1094,1134,1174,converged_exact,0.2990011000074446
C043,1p5M,395110,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2610,2611,2612,2613",397,400,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,242,0,True,True,True,True,True,False,False,54925cc984a4ed6d,54925cc984a4ed6d,True,l2_only,exact,1,14,6.664729216516534e-06,0.00048047879402479557,1094,1134,1174,converged_exact,0.8339381000114372
C044,1p5M,395111,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2629,2630,2631,2632",416,419,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,263,0,True,True,True,True,True,False,False,9fbcf7c150531f31,9fbcf7c150531f31,True,l2_only,exact,2,14,0.000320824167509957,0.0009736953279857576,1094,1134,1174,converged_exact,0.835070100001758
C045,1p5M,395112,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2662,2663,2664,2665",449,452,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,258,0,True,True,True,True,True,False,False,fdd4c0c03c27cbbd,fdd4c0c03c27cbbd,True,l2_only,exact,2,34,1.610637397714639e-12,0.000913611851376997,1094,1134,1174,converged_exact,2.0200959000067087
C046,1p5M,395113,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2695,2696,2697,2698",482,485,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,278,39,False,True,False,False,True,False,False,a6970a6452203ddc,afb10da330774b86,False,l2_only,decoder_non_syndrome_failure,1,90,0.001872991408994292,0.0006674613984537079,1094,1134,1174,converged_no_syndrome,5.470982800005004
C047,1p5M,395113,stage1,2,True,False,lane_c_1p5M_s383202+h_inc1,True,V31-H1-QC-16×1024,"2695,2696,2697,2698",482,485,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,278,0,True,True,True,True,True,False,False,a6970a6452203ddc,a6970a6452203ddc,True,l2_only,exact,1,82,0.001872991408994292,0.0006674613984537079,1134,1134,1174,converged_exact,5.232633099993109
C048,1p5M,395114,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2728,2729,2730,2731",515,518,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,289,0,True,True,True,True,True,False,False,a1f09c5afcdd6fa8,a1f09c5afcdd6fa8,True,l2_only,exact,1,41,0.002428407230846964,0.0007515509799093797,1094,1134,1174,converged_exact,2.480280699994182
C049,1p5M,395115,base,1,False,False,lane_c_1p5M_s383202,False,V31-H1-QC-16×1024,"2755,2756,2757,2758",542,545,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,299,249,False,True,False,False,True,False,False,32f47f94b95ae47c,a653fdcc35829358,False,l2_only,decoder_non_syndrome_failure,1,90,0.0030646919529348517,0.0007471872808137604,1094,1134,1174,converged_no_syndrome,5.391030200000387
C050,1p5M,395115,stage1,2,True,False,lane_c_1p5M_s383202+h_inc1,True,V31-H1-QC-16×1024,"2755,2756,2757,2758",542,545,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,299,185,False,True,False,False,True,False,False,32f47f94b95ae47c,c40ba0b2f7ab7042,False,l2_only,decoder_non_syndrome_failure,1,90,0.0030646919529348517,0.0007471872808137604,1134,1134,1174,converged_no_syndrome,5.815030199999455
C051,1p5M,395115,stage2,3,True,True,lane_c_1p5M_s383202+h_inc1+h_inc2,True,V31-H1-QC-16×1024,"2755,2756,2757,2758",542,545,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,299,11,False,True,False,False,True,False,False,32f47f94b95ae47c,956d939b9ff9c238,False,l2_only,decoder_non_syndrome_failure,1,90,0.0030646919529348517,0.0007471872808137604,1174,1134,1174,converged_no_syndrome,5.990634599991608
C052,2M,395201,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"2920,2921,2922,2923",4,7,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,270,4,False,True,False,True,True,True,False,492863e00fc0c7eb,ec3271827563439e,False,l2_only,detected_verification_failure,1,31,0.0006745972492221863,0.0006601870491702077,1104,1144,1184,converged_exact,1.8605645000061486
C053,2M,395201,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"2920,2921,2922,2923",4,7,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,270,0,True,True,True,True,True,False,False,492863e00fc0c7eb,492863e00fc0c7eb,True,l2_only,exact,1,9,0.0006745972492221863,0.0006601870491702077,1144,1144,1184,converged_exact,0.5707561000017449
C054,2M,395202,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"2982,2983,2984,2985",66,69,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,258,4,False,True,False,True,True,True,False,22009ffecc3e4916,df5e144caf281ed1,False,l2_only,detected_verification_failure,1,17,0.0026111091818638047,0.0008062362226657773,1104,1144,1184,converged_exact,1.0245473999966634
C055,2M,395202,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"2982,2983,2984,2985",66,69,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,258,0,True,True,True,True,True,False,False,22009ffecc3e4916,22009ffecc3e4916,True,l2_only,exact,1,10,0.0026111091818638047,0.0008062362226657773,1144,1144,1184,converged_exact,0.6179192000126932
C056,2M,395203,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3058,3059,3060,3061",142,145,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,277,62,False,True,False,False,True,False,False,f61031fe5739dff0,b2d216439afb304e,False,l2_only,decoder_non_syndrome_failure,1,90,0.0015189308460823994,0.0007400094245041375,1104,1144,1184,converged_no_syndrome,5.35674819999258
C057,2M,395203,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3058,3059,3060,3061",142,145,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,277,0,True,True,True,True,True,False,False,f61031fe5739dff0,f61031fe5739dff0,True,l2_only,exact,1,29,0.0015189308460823994,0.0007400094245041375,1144,1144,1184,converged_exact,1.8239865000068676
C058,2M,395204,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3118,3119,3120,3121",202,205,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,267,143,False,True,False,False,True,False,False,382cfb7c3cf6f816,a794d265f7711ae9,False,l2_only,decoder_non_syndrome_failure,1,90,0.0027706050742040368,0.0007629005774891138,1104,1144,1184,converged_no_syndrome,5.371308100002352
C059,2M,395204,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3118,3119,3120,3121",202,205,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,267,0,True,True,True,True,True,False,False,382cfb7c3cf6f816,382cfb7c3cf6f816,True,l2_only,exact,1,11,0.0027706050742040368,0.0007629005774891138,1144,1144,1184,converged_exact,0.6947355000011157
C060,2M,395205,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3185,3186,3187,3188",269,272,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,251,20,False,True,False,False,True,False,False,50908f493eed86a2,1e073f4f9173ff7b,False,l2_only,decoder_non_syndrome_failure,2,90,8.789623588340509e-06,0.0008623525605537573,1104,1144,1184,converged_no_syndrome,5.399695800006157
C061,2M,395205,stage1,2,True,False,lane_c_2M_s383302+h_inc1,True,V31-H1-QC-16×1024,"3185,3186,3187,3188",269,272,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,251,30,False,True,False,False,True,False,False,50908f493eed86a2,92be0dc5d121dc4a,False,l2_only,decoder_non_syndrome_failure,2,90,8.789623588340509e-06,0.0008623525605537573,1144,1144,1184,converged_no_syndrome,5.620871100007207
C062,2M,395205,stage2,3,True,True,lane_c_2M_s383302+h_inc1+h_inc2,True,V31-H1-QC-16×1024,"3185,3186,3187,3188",269,272,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,251,0,True,True,True,True,True,False,False,50908f493eed86a2,50908f493eed86a2,True,l2_only,exact,2,14,8.789623588340509e-06,0.0008623525605537573,1184,1144,1184,converged_exact,0.915436099996441
C063,2M,395206,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3231,3232,3233,3234",315,318,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,281,0,True,True,True,True,True,False,False,d82abfb606b43370,d82abfb606b43370,True,l2_only,exact,1,26,0.0019624387657680062,0.0008395315845764802,1104,1144,1184,converged_exact,1.5624300000054063
C064,2M,395207,base,1,False,False,lane_c_2M_s383302,False,V31-H1-QC-16×1024,"3271,3272,3273,3274",355,358,1024,deterministic_four_consecutive_frames_heldout_fresh_v54,90,1.0,266,0,True,True,True,True,True,False,False,922afc55bf821cd3,922afc55bf821cd3,True,l2_only,exact,1,58,0.0008618306699860582,0.0006242698701386364,1104,1144,1184,converged_exact,3.5208607999957167
